ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	source
GO:0009615	response to virus	10/49	400/18842	0.025	9.61326530612245	8.89090089569218	6.52650041933676e-08	0.00023210921122747	0.00023210921122747	IL6/OASL/MX2/ISG20/IFI6/GBP5/IFIT2/IFITM3/IFITM1/DUOX2	10	GO:BP
GO:0051607	defense response to virus	9/49	305/18842	0.0295081967213115	11.3468049514888	9.30225873424138	7.89487113018607e-08	0.00023210921122747	0.00023210921122747	IL6/OASL/MX2/ISG20/IFI6/GBP5/IFIT2/IFITM3/IFITM1	9	GO:BP
GO:0035455	response to interferon-alpha	4/49	20/18842	0.2	76.9061224489796	17.3424670454941	1.8963948080907e-07	0.000371693382385778	0.000371693382385778	MX2/IFITM3/FCAR/IFITM1	4	GO:BP
GO:0045071	negative regulation of viral genome replication	4/49	48/18842	0.0833333333333333	32.0442176870748	10.9962267181253	7.21933606812536e-06	0.0106124240201443	0.0106124240201443	OASL/ISG20/IFITM3/IFITM1	4	GO:BP
GO:0071222	cellular response to lipopolysaccharide	6/49	210/18842	0.0285714285714286	10.9865889212828	7.43103044932542	1.67350558207475e-05	0.0196804256451991	0.0196804256451991	IL6/IL18RAP/CARD16/GBP5/NR1H4/FCAR	6	GO:BP
GO:0071219	cellular response to molecule of bacterial origin	6/49	223/18842	0.0269058295964126	10.3461151276654	7.16897952370827	2.34916874975955e-05	0.0230218537476436	0.0230218537476436	IL6/IL18RAP/CARD16/GBP5/NR1H4/FCAR	6	GO:BP
GO:0071216	cellular response to biotic stimulus	6/49	245/18842	0.0244897959183673	9.4170762182424	6.77134301544456	3.98124873837987e-05	0.0298583843467834	0.0298583843467834	IL6/IL18RAP/CARD16/GBP5/NR1H4/FCAR	6	GO:BP
GO:0048525	negative regulation of viral process	4/49	74/18842	0.0540540540540541	20.7854384997242	8.70772089375873	4.06236521724945e-05	0.0298583843467834	0.0298583843467834	OASL/ISG20/IFITM3/IFITM1	4	GO:BP
GO:0045069	regulation of viral genome replication	4/49	77/18842	0.051948051948052	19.9756162205142	8.5195944969347	4.75056429615542e-05	0.0310370200682154	0.0310370200682154	OASL/ISG20/IFITM3/IFITM1	4	GO:BP
