# Gyne-DEG Atlas Machine Learning Gene Panel (RandomForest)
# CV Type: LeaveOneDatasetOut
# Mean AUROC: 0.6205
# Fold Details: GSE102293=0.8750, GSE106724=0.5000, GSE114419=0.5000, GSE137684=0.3125, GSE199225=0.5750, GSE207000=0.9444, GSE262302=0.5000, GSE286315=0.4444, GSE316028=1.0000, GSE34526=0.1667, GSE40007=0.5000, GSE44207=0.5000, GSE47360=0.6944, GSE51981=0.6889, GSE56854=0.5000, GSE6364=0.3824, GSE6798=0.8462, GSE75425=0.8750, GSE8157=0.9846
# Total samples: 397 (Cases: 206, Controls: 191)
# Total features: 1247
gene	coefficient	mean_abs_shap
SLC6A16	0.0008670705140719191	0.0008670705140719191
TRPC6	0.0008658051823485358	0.0008658051823485358
RSAD2	0.0008642279875221226	0.0008642279875221226
PRR11	0.0008603195314408019	0.0008603195314408019
OSGIN2	0.0008580100064787217	0.0008580100064787217
CCDC34	0.0008579065268576158	0.0008579065268576158
FAM83D	0.0008557610230030702	0.0008557610230030702
RNF138	0.0008554852477188813	0.0008554852477188813
SLC20A1	0.0008493193076597868	0.0008493193076597868
TMEM65	0.0008447185400830335	0.0008447185400830335
TRIM52-AS1	0.0008446932865724549	0.0008446932865724549
MT1E	0.0008432366942863058	0.0008432366942863058
CLIC3	0.0008410862957219542	0.0008410862957219542
FPGT	0.0008406197495536055	0.0008406197495536055
ADAMTS7	0.0008367796168265944	0.0008367796168265944
DUSP4	0.0008354806234748259	0.0008354806234748259
NOB1	0.0008342228510560076	0.0008342228510560076
KRT80	0.0008333372093751845	0.0008333372093751845
KIF13B	0.0008328844586735618	0.0008328844586735618
PALLD	0.0008320019513005983	0.0008320019513005983
MGP	0.0008319232724419344	0.0008319232724419344
LDB3	0.0008307250793616708	0.0008307250793616708
GXYLT1	0.0008266359566209401	0.0008266359566209401
NRM	0.0008258381078720077	0.0008258381078720077
USP44	0.0008206818635511584	0.0008206818635511584
SH2B3	0.0008198434588939553	0.0008198434588939553
BMP6	0.0008188802876538923	0.0008188802876538923
LMCD1	0.0008118298130470026	0.0008118298130470026
CYTL1	0.0008103083567431244	0.0008103083567431244
LUZP2	0.0008079113840495537	0.0008079113840495537
RIN1	0.0008060721479696012	0.0008060721479696012
RAB7B	0.0008041478055269926	0.0008041478055269926
LRRC7	0.000804004803867865	0.000804004803867865
NEIL3	0.0008037267348108814	0.0008037267348108814
RNF217	0.0008037263152870808	0.0008037263152870808
BUB1B	0.0007997072379054967	0.0007997072379054967
ANKRD46	0.0007981497438567863	0.0007981497438567863
KANSL1L	0.000794421493581561	0.000794421493581561
MYL7	0.0007941552959442288	0.0007941552959442288
TMTC4	0.0007912611652342968	0.0007912611652342968
ZNF804A	0.0007894450766386915	0.0007894450766386915
DSCC1	0.0007861550384350932	0.0007861550384350932
VCAN	0.0007858069096499539	0.0007858069096499539
POPDC3	0.0007855027337004624	0.0007855027337004624
TPX2	0.000785391201540738	0.000785391201540738
BANK1	0.00078520802250821	0.00078520802250821
DBNDD1	0.0007849694484668699	0.0007849694484668699
CCBE1	0.0007845714346315175	0.0007845714346315175
LOC102724428	0.0007822287876784445	0.0007822287876784445
IL15RA	0.0007818562635049498	0.0007818562635049498
CDCA7	0.0007798187808132906	0.0007798187808132906
PKD1P4	0.0007775670275600335	0.0007775670275600335
CCDC144CP	0.0007774095689170214	0.0007774095689170214
RNA5SP202	0.0007768202620577211	0.0007768202620577211
PPP1R3E	0.0007763725140369637	0.0007763725140369637
FAM9C	0.0007726219147465667	0.0007726219147465667
GABRR2	0.000767909205428006	0.000767909205428006
CXCL12	0.0007678414610754226	0.0007678414610754226
PCDH10-DT	0.0007639694325239872	0.0007639694325239872
TBC1D24	0.0007595612335104783	0.0007595612335104783
RNF133	0.0007592592810352347	0.0007592592810352347
ACVR2B	0.0007590269189608082	0.0007590269189608082
PRKAB2	0.0007565541316476672	0.0007565541316476672
ARHGAP35	0.00075401853670962	0.00075401853670962
IDI1	0.0007539150959806126	0.0007539150959806126
CDCA3	0.0007527079655017453	0.0007527079655017453
CD24	0.0007512417886780617	0.0007512417886780617
ZFP36L1	0.0007470113442939205	0.0007470113442939205
NEFL	0.0007458635387426571	0.0007458635387426571
ADAMTS6	0.000745689577525607	0.000745689577525607
EFHD1	0.0007430682298207841	0.0007430682298207841
RASGRP1	0.0007422061836909258	0.0007422061836909258
CDK7	0.000740723024581597	0.000740723024581597
CCR10	0.0007405750374218555	0.0007405750374218555
KIT	0.0007381696480934022	0.0007381696480934022
TONSL	0.0007368915764218686	0.0007368915764218686
POLA2	0.0007312589287505737	0.0007312589287505737
ANXA8	0.0007311385492508002	0.0007311385492508002
SGCD	0.000730131209963603	0.000730131209963603
SPC24	0.000730005672147594	0.000730005672147594
CRACD	0.0007283527563383874	0.0007283527563383874
CCDC102B	0.000724377034147862	0.000724377034147862
CHRNE	0.0007233211378368411	0.0007233211378368411
ATP7B	0.0007220673932837094	0.0007220673932837094
MAFG	0.000721042264724569	0.000721042264724569
OSER1-DT	0.0007198287203859764	0.0007198287203859764
HMMR	0.0007190882035681135	0.0007190882035681135
LOC283482	0.000717496622919769	0.000717496622919769
P3H2	0.0007165451307209411	0.0007165451307209411
COL25A1	0.0007156443157806302	0.0007156443157806302
TNS2-AS1	0.0007156400109780467	0.0007156400109780467
TMOD1	0.0007127089289521567	0.0007127089289521567
TACC3	0.0007125741512776469	0.0007125741512776469
MIR663AHG	0.0007123720503052816	0.0007123720503052816
LITAF	0.0007111416891219278	0.0007111416891219278
DCAF4L1	0.0007107819676508178	0.0007107819676508178
DNAH7	0.0007102539874213519	0.0007102539874213519
TTPAL	0.0007096114218923969	0.0007096114218923969
PCDH10	0.0007095555355490877	0.0007095555355490877
UNC5B	0.0007075834245242557	0.0007075834245242557
ZNF367	0.0007071779729146637	0.0007071779729146637
GLRX	0.0007065752060230286	0.0007065752060230286
CENPI	0.0007050509487485765	0.0007050509487485765
IKZF2	0.0007050128989254291	0.0007050128989254291
SATB2	0.0007049604132408335	0.0007049604132408335
ST6GALNAC3	0.0007045572977389843	0.0007045572977389843
MISP	0.0007034262657262924	0.0007034262657262924
TRAPPC13	0.0007028425975995688	0.0007028425975995688
CABYR	0.0007025659588162079	0.0007025659588162079
POLE2	0.0007014859301788528	0.0007014859301788528
FAM66B	0.0006986193496624018	0.0006986193496624018
SHC4	0.0006944843137307876	0.0006944843137307876
DGKI	0.0006914229417065229	0.0006914229417065229
ITGA11	0.0006909848696682902	0.0006909848696682902
CDC6	0.0006905782434225799	0.0006905782434225799
GTSE1	0.000688147026372733	0.000688147026372733
MX1	0.0006864561416776617	0.0006864561416776617
NRGN	0.0006852546590774337	0.0006852546590774337
SLC7A2	0.0006844730249351942	0.0006844730249351942
NTNG1	0.0006837787205992579	0.0006837787205992579
DUSP19	0.0006809083285661058	0.0006809083285661058
ADAMTS15	0.0006797163816386051	0.0006797163816386051
HYLS1	0.0006796475943196635	0.0006796475943196635
SYTL2	0.0006777248788324078	0.0006777248788324078
MARCHF1	0.0006766865086919385	0.0006766865086919385
H2BC5	0.0006718107167338597	0.0006718107167338597
PRIM1	0.0006714428635099894	0.0006714428635099894
KLHL23	0.0006712012713197951	0.0006712012713197951
NFKBIZ	0.0006686853660053932	0.0006686853660053932
RGS20	0.0006657064338826215	0.0006657064338826215
KRT34	0.0006655887222765141	0.0006655887222765141
HOPX	0.0006612192587148801	0.0006612192587148801
SFRP4	0.0006611022399627919	0.0006611022399627919
MIAT	0.0006592931513097487	0.0006592931513097487
IGFBPL1	0.0006578776567839464	0.0006578776567839464
COL6A1	0.0006571619745717672	0.0006571619745717672
HES4	0.0006555370821606546	0.0006555370821606546
VEGFA	0.000655536231292142	0.000655536231292142
MYH11	0.0006540363285975759	0.0006540363285975759
APOLD1	0.0006529963579508835	0.0006529963579508835
KIF14	0.00065097933911628	0.00065097933911628
NEMP2	0.0006487243293009806	0.0006487243293009806
MASTL	0.0006484017031524751	0.0006484017031524751
GRIK2	0.0006482672556197039	0.0006482672556197039
TK1	0.0006449579827720194	0.0006449579827720194
CHD7	0.0006422657511043453	0.0006422657511043453
RAB40A	0.0006416349305948821	0.0006416349305948821
LINC02872	0.0006352861773794256	0.0006352861773794256
FLT1	0.0006350066323849331	0.0006350066323849331
GPRASP1	0.0006335508272414332	0.0006335508272414332
CSPG5	0.000631971373301929	0.000631971373301929
SLC2A9	0.0006290364167069267	0.0006290364167069267
TRIM73	0.0006280382940681071	0.0006280382940681071
SCARA3	0.0006278462407363781	0.0006278462407363781
EVI2B	0.0006266573430340698	0.0006266573430340698
NFYC-AS1	0.0006251066127451018	0.0006251066127451018
FIBIN	0.0006240958705497646	0.0006240958705497646
ARPIN	0.0006235277232280599	0.0006235277232280599
KRTAP2-3	0.0006230854258675796	0.0006230854258675796
CRKL	0.0006214280145659252	0.0006214280145659252
SOX6	0.0006202214101760625	0.0006202214101760625
POPDC2	0.0006201882829174396	0.0006201882829174396
ESPL1	0.0006196345509421321	0.0006196345509421321
MCM3	0.0006176866554226877	0.0006176866554226877
KCNH1	0.00061763112804662	0.00061763112804662
RGS2	0.000616278410732382	0.000616278410732382
PLK4	0.0006135744354607166	0.0006135744354607166
HSPA1B	0.0006134108107989651	0.0006134108107989651
PC	0.0006129280823750068	0.0006129280823750068
PCNA	0.0006119361803913955	0.0006119361803913955
DAAM1	0.0006107029295656952	0.0006107029295656952
NR1H3	0.0006081679527788758	0.0006081679527788758
SKA3	0.0006081150139837821	0.0006081150139837821
CD200	0.0006080049257063004	0.0006080049257063004
HMGN3	0.0006051184794775461	0.0006051184794775461
MAD2L1	0.00060271630778964	0.00060271630778964
KLHL28	0.0006023752740065904	0.0006023752740065904
RFC3	0.0006006832112054565	0.0006006832112054565
ADPRH	0.0005995096263990163	0.0005995096263990163
LINC02516	0.0005992808081589365	0.0005992808081589365
LIPG	0.0005978906289803017	0.0005978906289803017
ZNF44	0.0005972775895288495	0.0005972775895288495
FJX1	0.0005941951842275113	0.0005941951842275113
TRIM36	0.0005928957965694835	0.0005928957965694835
NR4A3	0.0005894844378399922	0.0005894844378399922
ZNF596	0.0005891536494594782	0.0005891536494594782
CYBRD1	0.0005880628682235977	0.0005880628682235977
RRM1	0.0005862185654777587	0.0005862185654777587
PLK1	0.0005861263721629934	0.0005861263721629934
MALL	0.000584802702976879	0.000584802702976879
STK38L	0.0005840618135030726	0.0005840618135030726
FANCA	0.0005836962323887874	0.0005836962323887874
DPYSL4	0.0005825391991518588	0.0005825391991518588
LRRC20	0.0005824903288745686	0.0005824903288745686
ASNS	0.0005809992454870118	0.0005809992454870118
CLSPN	0.000579607590095287	0.000579607590095287
CENPM	0.0005789780165821344	0.0005789780165821344
PLEKHG1	0.0005788186151083952	0.0005788186151083952
H1-1	0.0005777093319063968	0.0005777093319063968
SNORA46	0.0005758604385601894	0.0005758604385601894
RFC5	0.0005754675113923413	0.0005754675113923413
SCG2	0.0005744513122387198	0.0005744513122387198
CYB5A	0.0005715580098714758	0.0005715580098714758
SNORA20	0.0005694468430239269	0.0005694468430239269
FILIP1L	0.0005680034368376057	0.0005680034368376057
H2BC8	0.0005672693489977982	0.0005672693489977982
ADAM32	0.0005672357853151572	0.0005672357853151572
AURKA	0.0005659118884983133	0.0005659118884983133
SLC1A4	0.0005654374065345088	0.0005654374065345088
ARG2	0.0005640706520753341	0.0005640706520753341
KCNH5	0.0005638138305878255	0.0005638138305878255
TIMELESS	0.0005591028455347849	0.0005591028455347849
ALDH1L1	0.0005580779841222776	0.0005580779841222776
CDT1	0.0005565059902095146	0.0005565059902095146
MCM6	0.0005551226354882428	0.0005551226354882428
KLRD1	0.0005551074291430014	0.0005551074291430014
DKK1	0.0005538489698378191	0.0005538489698378191
DIS3L	0.000553492508351229	0.000553492508351229
GINS1	0.0005500591358420054	0.0005500591358420054
TRPC3	0.0005494576272855041	0.0005494576272855041
HTR1B	0.0005491357652255637	0.0005491357652255637
PTX3	0.000546534797569979	0.000546534797569979
MNS1	0.000544802111536182	0.000544802111536182
NCAM1	0.0005444861704889096	0.0005444861704889096
ESYT3	0.0005438787449056902	0.0005438787449056902
H3C10	0.0005431734487270414	0.0005431734487270414
ULBP1	0.0005417204814753773	0.0005417204814753773
ARHGAP11A	0.0005408885218624503	0.0005408885218624503
SETD7	0.0005404875320613377	0.0005404875320613377
DEPDC1	0.0005391158957182785	0.0005391158957182785
H2AZ2	0.000537560486261829	0.000537560486261829
MRAP-AS1	0.0005354114822426445	0.0005354114822426445
ABCA10	0.0005353249437866709	0.0005353249437866709
SLC22A23	0.000534243727526447	0.000534243727526447
BOLA3	0.0005330004505094245	0.0005330004505094245
MND1	0.0005318104469818642	0.0005318104469818642
FANCG	0.0005303924386596608	0.0005303924386596608
MYBL1	0.0005294778342125445	0.0005294778342125445
CCNA2	0.0005289100552660056	0.0005289100552660056
LINC02057	0.000528096572178302	0.000528096572178302
IMPG2	0.0005275859389245617	0.0005275859389245617
ZFPM2	0.0005253656014333097	0.0005253656014333097
TXNIP	0.0005246572354514753	0.0005246572354514753
CA12	0.0005234911851411988	0.0005234911851411988
DUSP10	0.0005234466521940392	0.0005234466521940392
ADAM19	0.000523277270997007	0.000523277270997007
PRC1	0.0005212032795990498	0.0005212032795990498
KIF11	0.0005205076361923293	0.0005205076361923293
MKI67	0.0005195870636080703	0.0005195870636080703
SH3BP4	0.0005192701125984778	0.0005192701125984778
RMI2	0.0005188745009457169	0.0005188745009457169
E2F2	0.0005157320942272241	0.0005157320942272241
SELPLG	0.0005152156473706966	0.0005152156473706966
CENPK	0.0005144524306624317	0.0005144524306624317
ABCB1	0.0005121793096717729	0.0005121793096717729
NEFM	0.0005108740258281794	0.0005108740258281794
NYAP1	0.0005101907014942838	0.0005101907014942838
PDGFB	0.0005101786183239324	0.0005101786183239324
TGFBR3	0.0005080837808718162	0.0005080837808718162
USH2A	0.00050422985245423	0.00050422985245423
RHPN2	0.0005028727075212647	0.0005028727075212647
RELN	0.0005027946850144028	0.0005027946850144028
FAM72D	0.000501390711786171	0.000501390711786171
TXNDC16	0.0004984596498566167	0.0004984596498566167
ADRA1B	0.0004977593025378192	0.0004977593025378192
GPSM2	0.0004966556918906587	0.0004966556918906587
HCN1	0.0004960886988796891	0.0004960886988796891
MINDY2	0.0004959568665915958	0.0004959568665915958
SLFN11	0.0004931799798198082	0.0004931799798198082
RN7SL263P	0.0004929870348943797	0.0004929870348943797
PRPS1	0.0004922600875180433	0.0004922600875180433
GGT5	0.0004921810060180402	0.0004921810060180402
LINC01191	0.0004921648442471522	0.0004921648442471522
MYPN	0.00049136230477029	0.00049136230477029
KLF2	0.0004891651688574859	0.0004891651688574859
CKAP2L	0.00048552058406754945	0.00048552058406754945
EMX2OS	0.0004835760885124954	0.0004835760885124954
STK32B	0.0004831304793183718	0.0004831304793183718
NTRK3	0.0004805879827591262	0.0004805879827591262
MCM7	0.00048032444692715665	0.00048032444692715665
SNORA80B	0.00047941311653273413	0.00047941311653273413
FAM43A	0.0004792697254234341	0.0004792697254234341
KAZALD1	0.00047876905083827525	0.00047876905083827525
MUC19	0.00047772578242897266	0.00047772578242897266
NEK2	0.0004758284815592798	0.0004758284815592798
HOXA2	0.0004750942708148052	0.0004750942708148052
PDZRN3	0.0004734110656430068	0.0004734110656430068
CSF1	0.00047304497974010555	0.00047304497974010555
GPCPD1	0.00047301315612097096	0.00047301315612097096
SYNE3	0.0004718851390809982	0.0004718851390809982
ENAH	0.00047126116825961143	0.00047126116825961143
VIT	0.00046936152767272074	0.00046936152767272074
C1orf116	0.00046930452392525505	0.00046930452392525505
PCLAF	0.00046904801564567596	0.00046904801564567596
INPP4B	0.00046900668078252676	0.00046900668078252676
CCDC146	0.00046880685959394886	0.00046880685959394886
ADM2	0.00046877440009431654	0.00046877440009431654
RUBCNL	0.00046818485181617664	0.00046818485181617664
KSR1	0.0004655379356187251	0.0004655379356187251
FBXO5	0.0004583034127302291	0.0004583034127302291
NCAPD3	0.00045748446193163967	0.00045748446193163967
EPAS1	0.00045683968889180494	0.00045683968889180494
ZPLD1	0.0004566589710717449	0.0004566589710717449
COX20	0.0004563118815657652	0.0004563118815657652
BCAT1	0.00045446478941061345	0.00045446478941061345
MANCR	0.0004542286456559837	0.0004542286456559837
CBR3	0.0004540103459718217	0.0004540103459718217
TLR1	0.00045067422872398385	0.00045067422872398385
SEMA6B	0.0004502318486209361	0.0004502318486209361
GPRC5A	0.0004488670805794892	0.0004488670805794892
DUSP2	0.0004481249190459154	0.0004481249190459154
PRDM2	0.0004459120750978341	0.0004459120750978341
NOX4	0.00044500842160798463	0.00044500842160798463
PLXNC1	0.000444987739361275	0.000444987739361275
GREB1	0.00044477008635485717	0.00044477008635485717
CSMD1	0.0004444654809346619	0.0004444654809346619
ABCG4	0.00044358709521281404	0.00044358709521281404
TEDC1	0.00044098513690805615	0.00044098513690805615
ADGRV1	0.000440446117716118	0.000440446117716118
ANKRD65	0.0004398529895658821	0.0004398529895658821
NPAS4	0.00043715970997253205	0.00043715970997253205
PLS1	0.0004367436066799936	0.0004367436066799936
C2orf74	0.00043609504380555934	0.00043609504380555934
RN7SL144P	0.0004347146363691257	0.0004347146363691257
LINC01128	0.00043323654948228024	0.00043323654948228024
NCALD	0.00043310362966327064	0.00043310362966327064
H2AX	0.000428831803452506	0.000428831803452506
PLCL1	0.0004286369962938875	0.0004286369962938875
GJA5	0.0004263751005104243	0.0004263751005104243
COL10A1	0.0004233785224657785	0.0004233785224657785
MMP16	0.0004226703706906921	0.0004226703706906921
ATRNL1	0.0004226537252000458	0.0004226537252000458
TMEM143	0.0004223378967229427	0.0004223378967229427
KCTD14	0.00042038675521115004	0.00042038675521115004
C5	0.00041911893860069576	0.00041911893860069576
ATP6V1A	0.0004127180816562476	0.0004127180816562476
EFNB2	0.0004097937882936874	0.0004097937882936874
RPL39L	0.0004081767047274918	0.0004081767047274918
RNVU1-7	0.0004069507761320718	0.0004069507761320718
SMIM43	0.0004067248151429855	0.0004067248151429855
CENPH	0.00040612800620622	0.00040612800620622
SYNGR2	0.00040518716880823437	0.00040518716880823437
FOXS1	0.0004038468215185303	0.0004038468215185303
MTMR10	0.00040342740927685095	0.00040342740927685095
RASA2	0.00040313449891570143	0.00040313449891570143
MTMR1	0.000401568354891466	0.000401568354891466
HAUS5	0.00039993829217449745	0.00039993829217449745
BDNF	0.0003997563569834216	0.0003997563569834216
C9	0.0003991112359699332	0.0003991112359699332
NRSN2	0.00039908790520471013	0.00039908790520471013
HHIP	0.0003957200878691995	0.0003957200878691995
TNFRSF11B	0.0003944973319827866	0.0003944973319827866
SNORA54	0.0003942194708513068	0.0003942194708513068
LINC02102	0.0003924930775271593	0.0003924930775271593
MCM8	0.0003908070842203472	0.0003908070842203472
HELLS	0.0003904227055399408	0.0003904227055399408
AMIGO3	0.000389492366091131	0.000389492366091131
KCNS2	0.0003878771974137243	0.0003878771974137243
JCHAIN	0.00038721678832452964	0.00038721678832452964
CDC20P1	0.00038607920735725013	0.00038607920735725013
TACSTD2	0.00038273550835526716	0.00038273550835526716
ARHGEF16	0.00038199834000127885	0.00038199834000127885
F3	0.0003796067548157521	0.0003796067548157521
PCSK9	0.00037944134134575093	0.00037944134134575093
NREP	0.0003749817725341449	0.0003749817725341449
BRCA1	0.0003739149264494102	0.0003739149264494102
PIEZO2	0.0003737782640738607	0.0003737782640738607
RNY4	0.00037095162024166115	0.00037095162024166115
LRIG3	0.0003691574890496553	0.0003691574890496553
ADGRL2	0.00036828607063747694	0.00036828607063747694
DHFR	0.0003674300854326477	0.0003674300854326477
PLCXD3	0.0003656833453807727	0.0003656833453807727
NIBAN1	0.00036542522700940667	0.00036542522700940667
SPATA17	0.0003616182187286125	0.0003616182187286125
HOXA13	0.0003521312998264459	0.0003521312998264459
INTU	0.0003508782940096028	0.0003508782940096028
LRIG1	0.0003496631634265295	0.0003496631634265295
ZNF620	0.0003462133765196487	0.0003462133765196487
LINC01106	0.00034578056644813467	0.00034578056644813467
PIMREG	0.00034443868499149676	0.00034443868499149676
FABP3	0.0003442429942591273	0.0003442429942591273
TNIK	0.00033879046259502945	0.00033879046259502945
ACVRL1	0.0003354851439355504	0.0003354851439355504
CENPF	0.00033521167051272474	0.00033521167051272474
BUB1	0.0003352101616611948	0.0003352101616611948
UPP1	0.00033449911021337926	0.00033449911021337926
LINC00857	0.0003324250003700839	0.0003324250003700839
ASGR1	0.0003322332099967912	0.0003322332099967912
INCENP	0.0003297012396357271	0.0003297012396357271
AQP1	0.00032939247128280376	0.00032939247128280376
YY2	0.00032361076726696817	0.00032361076726696817
TMPO	0.00032177130676125756	0.00032177130676125756
TPM1	0.0003216184893717257	0.0003216184893717257
ZGRF1	0.0003210525484718282	0.0003210525484718282
TC2N	0.0003200650214316425	0.0003200650214316425
C5orf34	0.00031731240975282655	0.00031731240975282655
ADORA2B	0.0003167150338947698	0.0003167150338947698
GALNT7-DT	0.00031513025937507394	0.00031513025937507394
POLE	0.00031459377294942924	0.00031459377294942924
PPM1H	0.00031304568262195356	0.00031304568262195356
LDLRAD3	0.00031180536927853534	0.00031180536927853534
FMNL2	0.0003090087471240408	0.0003090087471240408
CIP2A	0.0003089469539332125	0.0003089469539332125
GPC4	0.0003088158489909968	0.0003088158489909968
ACTC1	0.0003076987953291618	0.0003076987953291618
H3C13	0.000303994617083305	0.000303994617083305
E2F7	0.0003032214650802178	0.0003032214650802178
MELK	0.0003003908100880743	0.0003003908100880743
KIFC1	0.00030019977419265716	0.00030019977419265716
CGNL1	0.0002979825576888591	0.0002979825576888591
ATAD5	0.000297001015430172	0.000297001015430172
KIF2C	0.0002937231022055256	0.0002937231022055256
FANCI	0.0002914414293917773	0.0002914414293917773
LRATD1	0.0002914094388543146	0.0002914094388543146
MYO5C	0.0002897428138358098	0.0002897428138358098
PLCXD2	0.0002887258233021564	0.0002887258233021564
SPAG5	0.00028835281878551613	0.00028835281878551613
TMPO-AS1	0.00028709936893708913	0.00028709936893708913
POLD1	0.0002858230139465997	0.0002858230139465997
ADAMTSL1	0.00028087535885009096	0.00028087535885009096
LBR	0.0002807211527966457	0.0002807211527966457
GNG12	0.00027857414532760636	0.00027857414532760636
NPPB	0.0002774626283675581	0.0002774626283675581
LOC101928446	0.0002756164450029315	0.0002756164450029315
LRRC8C	0.0002745028821059073	0.0002745028821059073
GADD45B	0.00027368407665487364	0.00027368407665487364
CD55	0.0002716561197763123	0.0002716561197763123
LOC339260	0.00026635080687161243	0.00026635080687161243
FZD3	0.0002639767056115557	0.0002639767056115557
CEP72	0.00026391748432725746	0.00026391748432725746
SCARNA20	0.00026379400908949535	0.00026379400908949535
REXO5	0.0002634328415522976	0.0002634328415522976
JADE2	0.00026151406807525064	0.00026151406807525064
CHRNA9	0.0002596203286800821	0.0002596203286800821
NCAPH2	0.0002571456580275449	0.0002571456580275449
COL19A1	0.00025239885686044174	0.00025239885686044174
GBP6	0.0002519918194559368	0.0002519918194559368
CDKN3	0.0002489136814878436	0.0002489136814878436
PITPNA-AS1	0.00024725170928267495	0.00024725170928267495
MSC	0.0002471322553177772	0.0002471322553177772
SCARNA8	0.0002469560936156972	0.0002469560936156972
CHTF18	0.00024507607246955683	0.00024507607246955683
DCLK1	0.00024407025064475027	0.00024407025064475027
FAM72B	0.00024359469429176002	0.00024359469429176002
PBK	0.00024269765919266012	0.00024269765919266012
CORIN	0.0002414334250613328	0.0002414334250613328
KRTAP1-5	0.0002403346493701822	0.0002403346493701822
ARHGAP20	0.00024001637856543246	0.00024001637856543246
MIR22HG	0.00023692023643856548	0.00023692023643856548
LOC101927661	0.00023461986259102304	0.00023461986259102304
PTGES3L	0.0002326940293202928	0.0002326940293202928
CENPA	0.0002325526811532346	0.0002325526811532346
TMEM26	0.0002307213073073208	0.0002307213073073208
NEGR1	0.00023038454207048042	0.00023038454207048042
ARL5C	0.00022985014143585741	0.00022985014143585741
OR5P2	0.00022907680342491258	0.00022907680342491258
ZNF208	0.0002288691655433258	0.0002288691655433258
LPAR3	0.00022686467184053447	0.00022686467184053447
LOC101927793	0.00022608624897122384	0.00022608624897122384
MIR181A2HG	0.00022216702840113594	0.00022216702840113594
TTLL3	0.00021790668580068767	0.00021790668580068767
H2BC13	0.00021732237627918984	0.00021732237627918984
RFXAP	0.0002166733153299077	0.0002166733153299077
EFR3B	0.00021462154901579405	0.00021462154901579405
DDIAS	0.00021169678251232456	0.00021169678251232456
S1PR3	0.00021062349223519323	0.00021062349223519323
SHROOM3	0.00020968874481632865	0.00020968874481632865
TGILR	0.00020964247560320833	0.00020964247560320833
SERPINB2	0.00020846808762905406	0.00020846808762905406
RASGRP3	0.00020836276610380005	0.00020836276610380005
GALNT18	0.00020793153138043093	0.00020793153138043093
SLC25A18	0.0002076771378689489	0.0002076771378689489
SNAP25	0.00020686668317565764	0.00020686668317565764
RN7SL33P	0.00020678657008457924	0.00020678657008457924
WNT2B	0.000205627322142043	0.000205627322142043
H2BC7	0.0002029427312655351	0.0002029427312655351
INHBE	0.0002016174660691869	0.0002016174660691869
ZNF726	0.00020120320677369165	0.00020120320677369165
KIF20B	0.0002006896271995607	0.0002006896271995607
GFAP	0.00019940580671066354	0.00019940580671066354
LIPH	0.00019737791193643662	0.00019737791193643662
DEK	0.00019633953754426037	0.00019633953754426037
CENPE	0.0001936120309774648	0.0001936120309774648
SLC16A5	0.00019298459967993252	0.00019298459967993252
CPA4	0.00019232947336720853	0.00019232947336720853
KIF4B	0.00019195508703801056	0.00019195508703801056
SNORD94	0.00019099410838679563	0.00019099410838679563
EMP2	0.00018726585447920475	0.00018726585447920475
MIR133A1HG	0.00018395281286650602	0.00018395281286650602
PTPRQ	0.0001821596533467189	0.0001821596533467189
EDN1	0.0001821085503799226	0.0001821085503799226
CMSS1	0.0001818887371885737	0.0001818887371885737
SNTG2	0.00018098544434420552	0.00018098544434420552
CCNB1	0.00018064166137631273	0.00018064166137631273
ITGA8	0.00018058302891385075	0.00018058302891385075
MCM2	0.00017940477359741855	0.00017940477359741855
S1PR1	0.00017721485231446887	0.00017721485231446887
ZSWIM4	0.000173856045326454	0.000173856045326454
PKD1L1	0.00016901288528126237	0.00016901288528126237
EME1	0.0001689988912189646	0.0001689988912189646
FAM131C	0.00016867498915305605	0.00016867498915305605
MECOM	0.0001684788130722568	0.0001684788130722568
P2RY12	0.00016764052614840773	0.00016764052614840773
MTARC1	0.0001665394202540401	0.0001665394202540401
H3C11	0.00016360790420002819	0.00016360790420002819
ZNF93	0.0001632641992350549	0.0001632641992350549
HSD17B6	0.00016229843735271097	0.00016229843735271097
PARPBP	0.00015898593653251736	0.00015898593653251736
LOC107984948	0.00015764005886679036	0.00015764005886679036
EPPK1	0.00015461457867580256	0.00015461457867580256
NEXN-AS1	0.00015136793734326	0.00015136793734326
PRKAR2B	0.0001497918098114655	0.0001497918098114655
GPR75	0.00014937759726417	0.00014937759726417
CCDC188	0.0001472927536231884	0.0001472927536231884
NPTX1	0.0001458427173225643	0.0001458427173225643
ID4	0.000144795001097214	0.000144795001097214
RFC2	0.00014208583620941586	0.00014208583620941586
RTEL1-TNFRSF6B	0.00014189733501422536	0.00014189733501422536
ULBP2	0.00014148715472481446	0.00014148715472481446
OVCH2	0.0001394893139725805	0.0001394893139725805
PLPP3	0.00013579217404561936	0.00013579217404561936
WIPF3	0.00013564938238250565	0.00013564938238250565
CDCA8	0.0001347208164158024	0.0001347208164158024
RP4-539M6.14	0.00013081208087231325	0.00013081208087231325
UBQLN1-AS1	0.00012700061869030667	0.00012700061869030667
KIF23	0.00012431781648377302	0.00012431781648377302
TAFA2	0.000124067427933633	0.000124067427933633
DDO	0.00011922143636088849	0.00011922143636088849
LOC124900414	0.00011864197825627745	0.00011864197825627745
