gene	meta_log2FC	meta_p	meta_padj	n_datasets	direction
FAAP20	0.373683041307005	8.35897093626937e-05	0.0289163914861567	1	UP
SKI	6.47515562881054	0.252979427252926	0.679982864888903	3	UP
LOC124903824	0.363538668251565	0.118224704892105	0.679982864888903	1	UP
MORN1	3.54415348122115	0.163696635824251	0.679982864888903	3	UP
RER1	2.72704094920563	0.494513715141835	0.679982864888903	3	UP
PEX10	-4.23157748148273	0.385571222309238	0.679982864888903	3	DOWN
PLCH2	6.42453404046467	0.280204835210012	0.679982864888903	3	UP
PANK4	-4.19647959546573	0.374594310129548	0.679982864888903	3	DOWN
TNFRSF14	3.88616491256473	0.0803307564340546	0.679982864888903	3	UP
PRXL2B	-0.345174052363824	0.00174458267566948	0.198486986286502	1	DOWN
TTC34	0.403658913010189	0.104471642838307	0.679982864888903	1	UP
PRDM16-DT	0.142582513826839	0.699786755546751	0.755993692538188	1	UP
PRDM16	6.30852443780188	0.181303166863772	0.679982864888903	3	UP
MEGF6	8.23451914295089	0.260098061881235	0.679982864888903	3	UP
TPRG1L	-1.03030696424779	0.826810755227994	0.848657919931091	3	DOWN
WRAP73	7.79664629051925	0.142739076814908	0.679982864888903	3	UP
TP73	10.7957582522169	0.315550605847271	0.679982864888903	3	UP
LRRC47	22.3473868057815	0.310322863646856	0.679982864888903	3	UP
CEP104	8.91919949508707	0.0823791462546954	0.679982864888903	3	UP
DFFB	2.57662584352647	0.409982772791318	0.679982864888903	3	UP
C1orf174	3.63189327807398	0.469321455249465	0.679982864888903	3	UP
LINC01134	11.5955385167057	0.140792868044658	0.679982864888903	3	UP
AJAP1	-8.1211112003988	0.0081426753730652	0.414403183010989	3	DOWN
NPHP4	3.79810502637738	0.268264358705826	0.679982864888903	3	UP
KCNAB2	-4.43683380709928	0.438656559088714	0.679982864888903	3	DOWN
RPL22	-136.000344207287	0.416095929579884	0.679982864888903	3	DOWN
RNF207	3.28835074484549	0.368498480568162	0.679982864888903	3	UP
ICMT	13.0166617604445	0.221887668712238	0.679982864888903	3	UP
GPR153	-3.17719491113136	0.43219248352934	0.679982864888903	3	DOWN
ACOT7	-1.18216440414244	0.207967270197597	0.679982864888903	3	DOWN
HES2	11.3444849840375	0.0110757097542982	0.466784350884134	3	UP
TNFRSF25	12.2866763796755	0.218181291723152	0.679982864888903	3	UP
PLEKHG5	1.14189564970234	0.329329104790846	0.679982864888903	3	UP
NOL9	5.67047423968564	0.172398744614088	0.679982864888903	3	UP
TAS1R1	2.3532351407541	0.385247184649848	0.679982864888903	3	UP
ZBTB48	-4.13434871939757	0.481386896487892	0.679982864888903	3	DOWN
KLHL21	-67.8935286853193	0.226679567018923	0.679982864888903	3	DOWN
PHF13	15.4457770567798	0.160812242666925	0.679982864888903	3	UP
THAP3	8.27553319132307	0.539311411634068	0.683290632672882	3	UP
DNAJC11	3.56235604588388	0.478834304303352	0.679982864888903	3	UP
CAMTA1	19.4422896626982	0.165250711946768	0.679982864888903	3	UP
VAMP3	-3.04292928884981	0.447879927559335	0.679982864888903	3	DOWN
PER3	0.449970023083741	0.917952163946626	0.925763599451195	3	UP
TNFRSF9	-0.446863283031779	0.343956335993463	0.679982864888903	3	DOWN
PARK7	-109.90561612848	0.322887533914197	0.679982864888903	3	DOWN
ERRFI1	-8.09275703035134	0.13701783693264	0.679982864888903	3	DOWN
SLC45A1	7.74020067184992	0.301463451475452	0.679982864888903	3	UP
RERE	6.26329658509537	0.26956184275928	0.679982864888903	3	UP
ENO1	5.06623176771564	0.537934830399662	0.682985712350809	3	UP
RN7SL451P	0.445518106441035	0.051423782159808	0.679982864888903	1	UP
SLC2A5	10.1754242306455	0.180123699136321	0.679982864888903	3	UP
GPR157	-24.8384601663055	0.328937853283149	0.679982864888903	3	DOWN
MIR34AHG	-0.101491689427041	0.559636832455643	0.688803742221025	1	DOWN
LNCTAM34A	-0.487272461199076	0.00141113049845111	0.170394007687972	1	DOWN
H6PD	8.94143920568978	0.371093407662156	0.679982864888903	3	UP
SPSB1	-2.1717537055983	0.716150731894471	0.766835762988521	3	DOWN
LINC02606	0.102323034645831	0.619511606719087	0.710618704144908	1	UP
SLC25A33	3.40299680753065	0.532090717483026	0.68257366641039	3	UP
TMEM201	4.34906464556247	0.359049064215768	0.679982864888903	3	UP
PIK3CD	-7.19137788134222	0.353426700043276	0.679982864888903	3	DOWN
PIK3CD-AS2	-0.78801762361481	0.00855559646828596	0.424575823993942	1	DOWN
CLSTN1	-13.4703832142781	0.0894423973373658	0.679982864888903	3	DOWN
CTNNBIP1	9.14960534843514	0.291080093833792	0.679982864888903	3	UP
LZIC	-1.05449969586956	0.464097850647926	0.679982864888903	3	DOWN
NMNAT1	-1.83713367327722	0.574244750160868	0.693760505893061	3	DOWN
UBE4B	1.8557154334187	0.441797681402992	0.679982864888903	3	UP
KIF1B	64.5233057876466	0.371691813932755	0.679982864888903	3	UP
PGD	8.04742739718798	0.124442762335902	0.679982864888903	3	UP
CENPS	0.05839262145731	0.760581718946362	0.796854803624011	1	UP
DFFA	7.9634390937691	0.179623780304497	0.679982864888903	3	UP
PEX14	6.17778773371718	0.539159300345661	0.683290632672882	3	UP
