gene	meta_log2FC	meta_p	meta_padj	n_datasets	direction
AC068279.2	-1.1792068546556	1	1	1	DOWN
AC068338.2	0.43366203978143	1	1	1	UP
AC068533.7	-0.155731820718982	1	1	1	DOWN
AC068580.1	0.821398170684567	1	1	1	UP
AC068580.3	0.464237028101392	1	1	1	UP
AC068580.4	0.198141324045044	1	1	1	UP
AC068580.6	-0.605591065574199	1	1	1	DOWN
AC068587.4	-0.0303693780085121	1	1	1	DOWN
AC068647.2	-1.27331582539107	1	1	1	DOWN
AC068831.18	0.0309850652766801	1	1	1	UP
AC068831.3	-0.0690507850973155	0.99716602724763	1	2	DOWN
AC068831.7	-0.352493971772727	1	1	1	DOWN
AC068870.2	-0.240939784273429	1	1	1	DOWN
AC068888.1	-0.680318795933522	1	1	1	DOWN
AC069209.2	0.117441136690642	1	1	1	UP
AC069277.2	-0.473800279122904	1	1	2	UP
AC069281.2	0.877052837322728	1	1	1	UP
AC069282.1	0.668665527299722	1	1	1	UP
AC069368.2	0.945023413814579	1	1	1	UP
AC069513.4	0.135171206422384	1	1	1	UP
AC069528.2	0.140056178030421	1	1	1	UP
AC069544.1	0.491776284060926	1	1	1	UP
AC069547.1	0.293503181180479	1	1	1	UP
AC072022.2	0.0583876581951742	1	1	1	UP
AC072061.1	-0.0813085507536101	1	1	1	DOWN
AC073046.1	0.533187771141312	1	1	1	UP
AC073046.4	0.378237291642087	1	1	1	UP
AC073073.2	0.0590482726381978	1	1	1	UP
AC073107.1	-0.0444851145277921	1	1	1	DOWN
AC073111.4	0.388213776876968	1	1	1	UP
AC073130.3	0.571138828584643	1	1	1	UP
AC073172.1	0.0966981067801755	1	1	1	UP
AC073254.1	0.382829603062521	1	1	1	UP
AC073263.1	1.29427065365289	1	1	1	UP
AC073283.7	-0.324030407146203	1	1	2	UP
AC073321.4	0.508446328866504	1	1	2	UP
AC073343.1	0.0174012489687763	1	1	1	UP
AC073349.2	-0.225679207640476	1	1	1	DOWN
AC073389.1	0.36707902410666	1	1	1	UP
AC073475.1	0.00560277021906114	1	1	1	UP
AC073548.1	-0.121123538018295	1	1	1	DOWN
AC073585.1	-0.19868536833155	1	1	1	DOWN
AC073593.2	-1.9252030896348	1	1	1	DOWN
AC073611.1	0.55852143582626	1	1	1	UP
AC073648.6	0.449968293528742	1	1	1	UP
AC073655.2	-1.61970900834857	0.7857024091953	1	1	DOWN
AC073840.1	1.78935019375431	1	1	1	UP
AC073842.2	-0.30693219685709	1	1	1	DOWN
AC073857.1	0.465633113234491	1	1	1	UP
AC073861.1	-0.127816191763947	1	1	1	DOWN
AC073869.1	-0.10760474351473	1	1	1	DOWN
AC073896.2	-0.0189217094788995	1	1	1	DOWN
AC073896.3	-0.17377580473697	1	1	1	DOWN
AC073957.3	-1.10171066431888	0.0654023393032147	0.731291149972365	1	DOWN
AC074032.1	-0.0680987444003298	1	1	1	DOWN
AC074117.1	0.207987914670114	1	1	1	UP
AC074117.10	0.118865552486869	1	1	1	UP
AC074138.1	-1.44533848767954	1	1	1	DOWN
AC074141.1	-0.388129233483561	1	1	1	DOWN
AC074183.3	0.469014332794196	1	1	1	UP
AC074212.1	0.522723765302476	1	1	1	UP
AC074212.5	0.0291917839573649	1	1	1	UP
AC074212.6	-0.583202245201413	1	1	2	UP
AC074286.1	-1.02277667249465	1	1	1	DOWN
AC074391.1	-0.092681436159331	1	1	1	DOWN
AC078785.1	1.17515035827998	1	1	1	UP
AC078795.1	1.06461521539967	1	1	1	UP
AC078817.1	-0.893340380153667	1	1	1	DOWN
AC078819.1	-0.010630492982008	1	1	1	DOWN
AC078820.1	-1.62270407378823	1	1	1	DOWN
AC078842.4	-1.00154461670337	1	1	2	DOWN
AC078846.1	0.0424061692649784	1	1	1	UP
AC078850.1	-0.679804438290834	1	1	1	DOWN
AC078880.3	1.38764515509098	1	1	1	UP
AC078881.1	-0.677225081160815	1	1	1	DOWN
AC078883.1	0.1413738922867	1	1	1	UP
AC078883.3	-0.070124878525835	1	1	2	UP
AC079135.1	0.0258162532598021	1	1	1	UP
AC079140.3	-0.771104378449137	1	1	1	DOWN
AC079140.6	-2.06882422425698	0.747827416430105	1	1	DOWN
AC079142.1	-0.530955211323122	1	1	1	DOWN
AC079145.4	0.64322507520583	1	1	1	UP
AC079174.2	-0.061966023401907	1	1	1	DOWN
AC079209.1	0.796940436991166	1	1	1	UP
AC079250.1	0.282307689506676	1	1	2	UP
AC079296.1	-1.050032686717	1	1	1	DOWN
AC079305.10	0.556776734951389	1	1	3	UP
AC079305.3	0.284038400461332	1	1	1	UP
AC079322.1	-0.0551175719989003	1	1	1	DOWN
AC079414.3	-0.392753447943096	1	1	1	DOWN
AC079630.1	0.66595909057149	1	1	1	UP
AC079684.1	-0.453115857623978	1	1	1	DOWN
AC079741.2	0.126889388224928	1	1	2	UP
AC079767.4	0.094001502010138	1	1	2	UP
AC079781.5	0.258736625136601	1	1	1	UP
AC079807.1	-0.0813417043708986	1	1	1	DOWN
AC079807.2	-1.36269848539192	1	1	1	DOWN
AC079807.4	0.832869476409835	1	1	2	UP
AC079834.2	-1.33248397117638	1	1	1	DOWN
AC079921.1	-0.10744944405702	1	1	1	DOWN
AC079921.2	1.29416749641788	1	1	1	UP
AC079922.2	0.194054541760503	1	1	1	UP
AC079922.3	-0.303276214306336	1	1	1	DOWN
AC080013.1	0.154363326335497	1	1	1	UP
AC080013.4	-1.05966745975348	1	1	1	DOWN
AC080023.1	-0.252011291866671	1	1	1	DOWN
AC080023.2	-1.33249439052017	1	1	1	DOWN
AC080038.1	-0.104925300467107	1	1	1	DOWN
AC080038.3	0.636455608440454	1	1	1	UP
AC080080.1	0.746648998754446	1	1	1	UP
AC080112.3	0.101290196499862	1	1	1	UP
AC080162.1	-1.69490437512133	1	1	1	DOWN
AC083798.2	-0.420368946656182	1	1	1	DOWN
AC083799.1	1.03235533312684	1	1	1	UP
AC083837.1	1.05587676281879	1	1	1	UP
AC083843.1	-0.402157018251138	1	1	2	UP
AC083843.3	0.213811551033124	1	1	1	UP
AC083843.4	0.2057002825951	1	1	1	UP
AC083855.2	0.606677926588469	1	1	1	UP
AC083862.2	-0.440544514322932	1	1	1	DOWN
AC083862.3	0.106351692295703	1	1	1	UP
AC083873.1	-1.36231715833554	1	1	1	DOWN
AC083880.1	-0.13346237030222	1	1	1	DOWN
AC083899.1	-0.0299103020578153	1	1	1	DOWN
AC083899.3	-0.168115541262516	1	1	1	DOWN
AC083949.1	0.329212701372038	1	1	2	UP
AC083964.1	1.99195397308508	1	1	1	UP
AC084018.1	0.936175463209529	1	1	1	UP
AC084018.2	1.48904712096936	1	1	1	UP
AC084024.3	-0.85979765548351	1	1	1	DOWN
AC084024.4	-0.179444317233	1	1	1	DOWN
AC084036.1	0.153743620774001	1	1	1	UP
AC084125.2	0.115243721765626	1	1	1	UP
AC084198.2	-0.393451907815584	1	1	1	DOWN
AC084219.2	0.0228854824459145	1	1	1	UP
AC084219.3	-0.105745257743291	1	1	2	DOWN
AC084219.4	-0.841698208167618	1	1	1	DOWN
AC084337.1	-0.789046043661104	1	1	1	DOWN
AC084824.1	0.414095088124122	1	1	1	UP
AC084824.3	1.14647755094926	1	1	1	UP
AC084824.4	-0.0480444308927555	1	1	1	DOWN
AC084824.5	0.742037391642065	1	1	1	UP
AC084871.3	2.64345341715323	0.200712319308498	1	1	UP
AC084880.1	0.625307935876116	1	1	1	UP
AC087163.2	-0.574700159160881	1	1	1	DOWN
AC087163.3	0.501557998445311	1	1	1	UP
AC087175.1	-1.56565414394149	1	1	1	DOWN
AC087239.1	0.348775744867738	1	1	1	UP
AC087273.2	-0.204231553864341	1	1	1	DOWN
AC087289.2	0.00891300137397742	1	1	1	UP
AC087289.5	-0.26386862105734	1	1	1	DOWN
AC087392.3	0.329454746088791	1	1	1	UP
AC087500.1	-0.078031377396464	1	1	1	DOWN
AC087501.1	-0.192409695371993	1	1	2	UP
AC087501.4	0.101555764348428	1	1	1	UP
AC087521.1	-0.457240602890292	1	1	1	DOWN
AC087521.2	-1.07239717506837	1	1	1	DOWN
AC087623.2	0.333068801399883	1	1	1	UP
AC087645.2	2.00903741709919	0.998788544312572	1	1	UP
AC087741.1	-0.271105064883578	1	1	1	DOWN
AC087741.3	1.32892058823978	0.499469555805894	1	1	UP
AC087854.1	0.67370149616721	1	1	1	UP
AC089983.1	-0.83313508669429	1	1	1	DOWN
AC089985.1	-0.655034917561946	1	1	1	DOWN
AC090004.1	0.756635481019214	1	1	1	UP
AC090023.1	0.51026658482785	1	1	1	UP
AC090061.1	-0.0583786570025362	1	1	1	DOWN
AC090114.2	0.188089072563111	1	1	1	UP
AC090114.3	-0.273595895094159	1	1	1	DOWN
AC090152.1	0.0939128341107761	1	1	1	UP
AC090164.5	-0.0738142749422333	1	1	1	DOWN
AC090181.2	1.98031170023599	1	1	1	UP
AC090192.2	-0.123854655749198	1	1	1	DOWN
AC090197.1	-1.05562897317932	1	1	1	DOWN
AC090198.1	-0.0419171239428427	1	1	1	DOWN
AC090204.1	0.269673980098034	1	1	1	UP
AC090229.1	-0.387885306781895	1	1	1	DOWN
AC090241.2	-1.63019615996019	1	1	1	DOWN
AC090409.1	0.516170610863146	1	1	1	UP
AC090498.1	-0.0264000944760463	1	1	1	DOWN
AC090515.4	-0.251997803917871	1	1	1	DOWN
AC090517.5	-0.819954693909597	1	1	1	DOWN
AC090559.1	1.21678658722693	1	1	1	UP
AC090587.2	-0.190201769931709	1	1	1	DOWN
AC090589.3	0.322439501764385	1	1	1	UP
AC090607.2	-0.277574196561511	1	1	1	DOWN
AC090616.2	-0.0222253798850736	1	1	1	DOWN
AC090616.6	0.513630817248102	1	1	1	UP
AC090617.5	0.329747838582287	1	1	1	UP
AC090627.1	0.177190705835664	1	1	2	UP
AC090739.1	-1.15060061460617	1	1	1	DOWN
AC090772.4	1.50856164089774	1	1	1	UP
AC090825.1	0.712824391499063	1	1	1	UP
AC090948.3	1.09223963452371	1	1	1	UP
AC090971.3	0.404124824449069	1	1	1	UP
AC091057.1	0.46562969892246	1	1	1	UP
AC091133.1	0.0929024278224446	1	1	3	UP
AC091180.5	1.47126548314606	1	1	1	UP
AC091182.1	1.77789003011916	1	1	1	UP
AC091185.1	0.687120057014494	1	1	1	UP
AC091271.1	0.149320524986125	1	1	1	UP
AC091563.1	-0.487672037654673	1	1	1	DOWN
AC091588.1	-1.06040868512027	1	1	1	DOWN
AC091588.3	-1.09426275857513	1	1	1	DOWN
AC091607.2	-0.135314638687929	1	1	1	DOWN
AC091633.3	-0.142736604266437	1	1	2	DOWN
AC091729.3	-0.0848444836219383	1	1	1	DOWN
AC091806.1	-0.563658968486101	1	1	1	DOWN
AC091825.3	-0.276742170913542	1	1	1	DOWN
AC091978.1	-0.216777950682547	1	1	1	DOWN
AC091982.3	-0.0969187183754923	1	1	1	DOWN
AC092017.1	-1.81736223548278	1	1	1	DOWN
AC092045.1	-0.364434609053576	1	1	1	DOWN
AC092053.3	0.590884547848897	1	1	1	UP
AC092070.2	-0.442326110599638	1	1	1	DOWN
AC092111.1	-0.966975616137737	1	1	1	DOWN
AC092117.1	0.822083837909614	1	1	1	UP
AC092117.2	1.17186722680097	1	1	1	UP
AC092118.2	-0.205648789263276	1	1	1	DOWN
AC092119.2	-0.385417120093699	1	1	1	DOWN
AC092123.1	0.88540076141731	1	1	1	UP
AC092139.1	-0.29665325228507	1	1	1	DOWN
AC092155.4	-0.00713433445953211	1	1	2	UP
AC092164.1	-0.647851818467913	1	1	1	DOWN
AC092171.3	-0.581727416455708	1	1	1	DOWN
AC092171.4	0.0630087279162435	1	1	2	UP
AC092171.5	-0.0108733626094715	1	1	1	DOWN
AC092192.1	-0.305313866438999	1	1	2	DOWN
AC092275.1	-1.57972289728627	1	1	1	DOWN
AC092279.1	0.260469239052073	1	1	1	UP
AC092279.2	0.525067101649316	1	1	1	UP
AC092295.2	-0.327488614943744	1	1	1	DOWN
AC092296.2	0.184265296370923	1	1	1	UP
AC092301.1	-0.913360127622504	1	1	1	DOWN
AC092329.4	0.0845448797042758	1	1	1	UP
AC092368.3	0.392735818859737	1	1	1	UP
AC092376.2	0.0422393713211156	1	1	1	UP
AC092490.1	0.812267804007828	1	1	1	UP
AC092535.5	0.398941324970749	1	1	1	UP
AC092620.2	0.467095191980028	1	1	2	UP
AC092645.1	0.768016436842727	1	1	1	UP
AC092645.2	0.364477534324456	1	1	1	UP
AC092660.1	-0.00601830223653299	1	1	2	UP
AC092667.2	-0.741759165949941	1	1	2	DOWN
AC092675.3	0.155580231124296	1	1	1	UP
AC092683.1	-0.758037704403862	1	1	1	DOWN
AC092687.3	-0.589444635926985	1	1	1	DOWN
AC092691.1	0.923710490895388	1	1	1	UP
AC092692.1	0.370481642833272	1	1	1	UP
AC092718.3	0.57689729114024	1	1	1	UP
AC092718.4	-0.502926037807554	1	1	1	DOWN
AC092720.1	-0.073390378353293	1	1	1	DOWN
AC092747.4	0.0744107239196504	1	1	1	UP
AC092802.2	-0.814369353916229	1	1	1	DOWN
AC092803.1	1.01348206481442	1	1	1	UP
AC092821.1	2.02157873235193	1	1	1	UP
AC092821.3	0.487921035306708	1	1	1	UP
AC092835.1	0.540479082996707	1	1	1	UP
AC092910.3	0.23188036086449	1	1	1	UP
AC092919.2	0.0750377851477799	1	1	1	UP
AC092944.1	0.495407983140405	1	1	1	UP
AC093012.1	0.0416365783317201	1	1	1	UP
AC093106.4	0.368793733536491	1	1	1	UP
AC093110.1	-0.654954822929733	1	1	1	DOWN
AC093157.1	0.598081327964736	1	1	1	UP
AC093162.2	2.08775061067621	0.960590472168921	1	1	UP
AC093249.6	0.44017657190241	1	1	1	UP
AC093297.2	-0.292074342944733	1	1	1	DOWN
AC093323.1	0.128335298817849	1	1	1	UP
AC093323.3	0.0407398593988981	1	1	1	UP
AC093330.2	-0.0706340494199371	1	1	1	DOWN
AC093388.3	-0.0899195037479985	1	1	1	DOWN
AC093425.1	1.2535539517818	1	1	1	UP
AC093484.4	-0.0798377650469788	1	1	1	DOWN
AC093495.1	0.441092427340382	1	1	1	UP
AC093503.3	0.567428965956497	1	1	1	UP
AC093512.2	-0.0158303302204385	1	1	1	DOWN
AC093525.10	-0.091028050229347	1	1	1	DOWN
AC093525.7	0.899993555367697	1	1	1	UP
AC093525.8	0.266483373045498	1	1	1	UP
AC093525.9	-0.394501379936404	1	1	1	DOWN
AC093535.1	0.487383393729533	1	1	1	UP
AC093535.2	0.353819183732155	1	1	1	UP
AC093583.1	2.64560699799984	0.253543580898886	1	1	UP
AC093599.1	0.0306152836201521	1	1	1	UP
AC093599.2	-0.580603992588793	1	1	1	DOWN
AC093627.9	-0.0437472225350145	1	1	1	DOWN
AC093673.1	0.29257123817231	1	1	1	UP
AC093673.5	-0.0972056530513979	1	1	1	DOWN
AC093675.1	-0.217734065913997	1	1	1	DOWN
AC093690.1	-0.467568025192988	1	1	1	DOWN
AC093702.1	0.027597543297404	1	1	1	UP
AC093726.2	0.557321194933497	1	1	1	UP
AC093752.1	-0.261246321759216	1	1	1	DOWN
AC093788.1	0.710044513307313	1	1	1	UP
AC093797.1	-0.419431985994145	1	1	1	DOWN
AC093818.1	0.0712782843066429	1	1	1	UP
AC093827.3	-1.18137423439593	1	1	1	DOWN
AC093827.4	-0.336649557839678	1	1	1	DOWN
AC093849.2	-0.0134355603311356	1	1	1	DOWN
AC093908.1	-0.397465743918703	1	1	1	DOWN
AC093909.1	0.365123199703709	1	1	1	UP
AC093909.6	-0.287881354661713	1	1	1	DOWN
AC093928.1	-1.26511514762634	1	1	1	DOWN
AC095057.3	0.320003594322811	1	1	1	UP
AC095057.4	-0.380406219093041	1	1	1	DOWN
AC096536.3	-2.65687440642519	0.462051741549004	1	1	DOWN
AC096586.2	-0.692191912563841	1	1	1	DOWN
AC096633.1	-1.05975822398921	1	1	1	DOWN
AC096642.1	0.248773862970746	1	1	1	UP
AC096667.1	1.31973264545794	1	1	1	UP
AC096677.1	-0.739683850443582	1	1	1	DOWN
AC096733.2	-0.288060240890987	1	1	1	DOWN
AC096887.1	0.0995581941596816	1	1	1	UP
AC096887.2	-1.21429761569926	1	1	1	DOWN
AC096921.2	1.19413077794985	1	1	1	UP
AC096992.2	0.834835458133551	1	1	1	UP
AC097359.2	-0.479945679241536	1	1	1	DOWN
AC097376.3	0.0451344768450373	1	1	1	UP
AC097382.2	-0.612846612384749	1	1	1	DOWN
AC097382.3	0.826129575321673	1	1	1	UP
AC097448.1	-0.275170281234667	1	1	1	DOWN
AC097451.1	1.29528607560644	1	1	1	UP
AC097460.1	-0.916857769440938	1	1	1	DOWN
AC097468.4	0.208538081348698	1	1	1	UP
AC097534.2	-0.152760817689357	1	1	1	DOWN
AC097639.1	-1.05073520498115	1	1	1	DOWN
AC097662.1	-0.425869156767376	1	1	1	DOWN
AC097709.1	1.16282549943165	1	1	1	UP
AC097724.3	0.64913660996905	1	1	1	UP
AC098484.4	0.0707536610794891	1	1	1	UP
AC098487.1	0.221645913634509	1	1	1	UP
AC098614.2	-0.263246698156174	1	1	1	DOWN
AC098614.3	-0.338045232767001	1	1	1	DOWN
AC098679.2	-0.695017338829624	1	1	1	DOWN
AC098679.4	-0.659686242531866	1	1	1	DOWN
AC098851.1	-0.0226804162075862	1	1	1	DOWN
AC098935.1	0.65004176810611	1	1	1	UP
AC099063.4	-0.931273899266002	1	1	1	DOWN
AC099066.2	-0.434743080183176	1	1	1	DOWN
AC099336.2	-0.0754999066798652	1	1	1	DOWN
AC099343.2	1.03196289096419	1	1	1	UP
AC099343.3	0.408873958562366	1	1	1	UP
AC099489.1	0.60724617336497	1	1	1	UP
AC099560.2	-0.257124429458423	1	1	1	DOWN
AC099568.1	-0.91511366197712	1	1	1	DOWN
AC099568.2	0.00462802118219885	1	1	1	UP
AC099677.1	-0.855816267997364	1	1	1	DOWN
AC099684.1	0.304688444907847	1	1	2	UP
AC099778.1	-0.160905173120897	1	1	1	DOWN
AC099811.1	0.399193267750747	1	1	1	UP
AC099850.1	-0.0604103310453415	1	1	4	UP
AC100786.1	0.85687557387192	1	1	1	UP
AC100814.1	0.530327226432859	1	1	1	UP
AC100830.2	0.776136814902282	1	1	1	UP
AC100830.4	-0.0949969802895673	1	1	3	UP
AC100849.1	0.532221760547496	1	1	1	UP
AC100849.2	-1.52847031750139	1	1	1	DOWN
AC100861.1	0.348088890492807	1	1	1	UP
AC102945.2	-0.124419405869711	1	1	1	DOWN
AC102953.2	-0.232424303712958	1	1	1	DOWN
AC103591.4	0.347181980009989	1	1	1	UP
AC103706.1	0.893845953126918	1	1	1	UP
AC103739.1	0.128133988760768	1	1	1	UP
AC103760.1	0.82107312783652	1	1	1	UP
AC103810.3	1.26665188655055	1	1	1	UP
AC103858.3	0.575376904105685	1	1	1	UP
AC104109.2	0.0702116974486966	1	1	1	UP
AC104118.1	0.650954706482148	1	1	1	UP
AC104162.2	0.550066970416078	1	1	1	UP
AC104447.1	-0.501217066468676	1	1	1	DOWN
AC104452.1	-0.726702696633391	1	1	1	DOWN
AC104463.2	0.307702661435704	1	1	1	UP
AC104530.1	1.71261521595144	1	1	1	UP
AC104532.2	-0.052460546636156	1	1	2	UP
AC104534.3	-0.11731325776561	1	1	1	DOWN
AC104537.2	-0.632488423012375	1	1	2	DOWN
AC104563.1	-0.824617913525836	1	1	1	DOWN
AC104564.3	0.648573073757804	1	1	1	UP
AC104581.4	-0.240445598389646	1	1	1	DOWN
AC104596.1	0.0377827055597915	1	1	1	UP
AC104653.1	-0.429228169992517	1	1	1	DOWN
AC104655.1	-0.349134536709855	1	1	1	DOWN
AC104667.3	-0.018216527968852	1	1	2	UP
AC104695.2	-0.38174999637004	1	1	1	DOWN
AC104695.3	-0.683860095379326	1	1	1	DOWN
AC104758.3	-3.45764394328019	1	1	1	DOWN
AC104794.3	-0.000772329746278173	1	1	1	DOWN
AC104825.1	0.103237751258418	1	1	1	UP
AC105020.1	-0.0694101775712814	1	1	1	DOWN
AC105046.1	0.371915156100371	1	1	1	UP
AC105206.2	-0.143829998741485	1	1	1	DOWN
AC105285.1	-0.490007185210813	1	1	1	DOWN
AC105345.1	-0.0167652782106273	1	1	1	DOWN
AC105446.1	0.957431574571231	1	1	1	UP
AC105749.1	0.031767622233322	1	1	1	UP
AC105760.2	-0.172426081669574	1	1	1	DOWN
AC105942.1	-0.576476651154267	1	1	1	DOWN
AC106028.3	0.546568960484078	1	1	1	UP
AC106782.4	-0.862419631670572	1	1	1	DOWN
AC106782.5	0.050696646824594	1	1	1	UP
AC106786.1	0.262472914882347	1	1	1	UP
AC106791.1	-0.951394722014013	1	1	1	DOWN
AC106791.3	-1.21243561308999	1	1	1	DOWN
AC106801.1	0.837414292982864	1	1	2	UP
AC106865.1	1.1042168962955	1	1	1	UP
AC106881.1	-0.527579100012314	1	1	1	DOWN
AC106886.4	-0.397450221709629	1	1	1	DOWN
AC107021.1	0.252207034807502	1	1	1	UP
AC107021.2	0.944873570448192	1	1	1	UP
AC107027.3	-0.136681810399558	1	1	1	DOWN
AC107068.1	0.708373256750829	1	1	1	UP
AC107071.1	0.914532440925643	1	1	1	UP
AC107074.1	-2.2456743410292	0.657873337999738	1	1	DOWN
AC107081.4	-0.433872230918662	1	1	1	DOWN
AC107214.1	-0.379777476481067	1	1	1	DOWN
AC107223.1	-1.27993028559784	1	1	1	DOWN
AC107375.1	-0.596764105461952	1	1	1	DOWN
AC107464.3	0.262066502710552	1	1	1	UP
AC107871.1	0.525832860181864	1	1	1	UP
AC107884.1	0.23818003870572	1	1	1	UP
AC107959.1	0.54520503673658	1	1	1	UP
AC107959.3	-0.79069482612266	1	1	1	DOWN
AC107983.4	-0.415462963604284	1	1	1	DOWN
AC108010.1	-0.249081008535497	1	1	1	DOWN
AC108047.1	-0.97614789516242	1	1	1	DOWN
AC108056.1	-0.131018110811509	1	1	2	UP
AC108058.1	-1.02129576014796	1	1	1	DOWN
AC108134.3	0.472279587552292	1	1	1	UP
AC108449.2	-0.199370732876953	1	1	1	DOWN
AC108471.2	0.656716412651099	1	1	1	UP
AC108472.1	-0.799953689091499	1	1	1	DOWN
AC108488.3	-0.529671026289382	1	1	1	DOWN
AC108488.4	0.17918022975685	1	1	1	UP
AC108519.1	-1.26272009972307	1	1	1	DOWN
AC108673.2	1.16505551631184	1	1	1	UP
AC108673.3	0.229711629522067	1	1	1	UP
AC108676.1	0.122258221020183	1	1	2	UP
AC108704.2	-0.381253547826033	1	1	1	DOWN
AC109322.1	0.19301040032338	1	1	1	UP
AC109326.1	0.747642275745774	1	1	1	UP
AC109347.1	0.485162324872874	1	1	1	UP
AC109449.1	1.66857544403717	0.744000973685047	1	1	UP
AC109460.1	0.420945601645708	1	1	1	UP
AC109460.2	0.0898882162717714	1	1	1	UP
AC109460.3	0.550318191586429	1	1	1	UP
AC109587.1	0.328586036721751	1	1	1	UP
AC110079.1	-0.15683894822893	1	1	1	DOWN
AC110285.2	-0.291806307874405	1	1	1	DOWN
AC110285.6	0.105383575347704	1	1	1	UP
AC110611.1	-0.125848036246111	1	1	1	DOWN
AC110611.2	0.70310233983939	1	1	1	UP
AC110620.2	0.576729769438563	1	1	1	UP
AC110741.1	2.06415021197804	1	1	1	UP
AC110769.2	-0.126856060185409	1	1	1	DOWN
AC110995.1	-0.418615783930343	1	1	1	DOWN
AC111000.4	1.63144313525388	1	1	1	UP
AC111170.3	0.0436148076976949	1	1	1	UP
AC111197.1	-2.521759562783	0.616150800464531	1	1	DOWN
AC111200.2	-0.68023999137034	1	1	1	DOWN
AC112128.1	0.379490042948159	1	1	1	UP
AC112184.1	1.57411931155942	1	1	1	UP
AC112198.1	-0.382270493612047	1	1	2	UP
AC112198.2	1.64880286244148	1	1	1	UP
AC112220.2	-0.0385588069977629	1	1	1	DOWN
AC112253.1	-0.596490573923387	1	1	1	DOWN
AC112255.1	1.33932444607407	1	1	1	UP
AC112484.1	-0.255014126323351	1	1	1	DOWN
AC112484.3	0.720489328585946	1	1	1	UP
AC112484.5	-0.0956030720976119	1	1	1	DOWN
AC112496.1	0.100760824252528	1	1	1	UP
AC112497.2	0.654586910543926	1	1	1	UP
AC112721.1	-0.0387168380268108	1	1	1	DOWN
AC112777.1	0.820266177441484	1	1	1	UP
AC112907.3	0.000437711406711655	1	1	1	UP
AC113189.5	0.163900130704897	1	1	1	UP
AC113191.1	-0.552619684777943	1	1	1	DOWN
AC113383.1	-0.422235757821521	1	1	1	DOWN
AC113404.3	0.802556837815213	1	1	1	UP
AC113410.4	0.149906835494509	1	1	1	UP
AC113935.1	0.474562642704313	1	1	1	UP
AC114271.2	-0.463630339965535	1	1	1	DOWN
AC114490.1	0.132736875257874	1	1	1	UP
AC114490.3	0.484899640256259	1	1	1	UP
AC114730.11	0.271468791038601	1	1	2	UP
AC114730.3	1.03984725697712	1	1	1	UP
AC114752.3	0.23249095701	1	1	2	UP
AC114760.2	-0.511813449724884	1	1	1	DOWN
AC114811.2	-0.773732034951509	1	1	1	DOWN
AC114956.3	0.994050348212784	1	1	1	UP
AC114980.1	1.3715166960028	1	1	1	UP
AC115223.1	-0.0708958851825093	1	1	1	DOWN
AC115618.1	-0.234849500966983	1	1	1	DOWN
AC115989.1	-1.22289364656029	1	1	1	DOWN
AC116021.1	-0.992447861372832	1	1	1	DOWN
AC116158.3	0.0955498878649026	1	1	1	UP
AC116347.1	-0.27791703956897	1	1	1	DOWN
AC116353.6	1.68015650047451	1	1	1	UP
AC116366.1	0.351440248529196	1	1	1	UP
AC116366.2	1.47909967665247	1	1	1	UP
AC116366.7	-0.291267398487304	1	1	1	DOWN
AC116407.1	-0.128225511077196	1	1	1	DOWN
AC116407.2	-0.177551492664538	1	1	1	DOWN
AC116407.4	0.431293624453126	1	1	1	UP
AC116533.1	-0.0199274461093908	1	1	1	DOWN
AC116535.1	-0.478301909183228	1	1	1	DOWN
AC116562.4	0.899293628287551	1	1	1	UP
AC116667.1	0.0302027448154668	1	1	1	UP
AC116913.1	0.273235915794228	1	1	1	UP
AC116914.2	0.345338100391961	1	1	1	UP
AC117488.1	-1.68620394073813	1	1	1	DOWN
AC117489.1	-0.249972849184273	1	1	1	DOWN
AC117503.2	0.176648222068409	1	1	1	UP
AC117503.4	1.9243486614398	1	1	1	UP
AC118344.1	-0.377512665728855	1	1	1	DOWN
AC118344.2	-0.837097918378466	1	1	1	DOWN
AC118549.1	0.0478389041941443	1	1	1	UP
AC119044.1	0.737302899416657	1	1	1	UP
AC119396.1	1.57420583701911	1	1	1	UP
AC119674.1	0.375650119063327	1	1	1	UP
AC119674.2	0.621690229725346	1	1	1	UP
AC120053.1	-0.712927159937066	1	1	1	DOWN
AC120057.3	0.311374111843578	1	1	1	UP
AC120114.1	-0.152797735365574	1	1	1	DOWN
AC120114.3	-0.158493186847872	1	1	1	DOWN
AC121761.1	0.270444461613126	1	1	1	UP
AC122129.1	-0.892586917419778	1	1	1	DOWN
AC122688.3	-0.342124180167228	1	1	1	DOWN
AC122718.1	0.473075848968727	1	1	1	UP
AC123595.2	1.02639600557966	1	1	1	UP
AC123912.1	0.102763330413441	1	1	1	UP
AC123912.4	-0.445229257591966	1	1	1	DOWN
AC124014.1	-0.146874020307223	1	1	1	DOWN
AC124016.1	1.3273919783394	1	1	1	UP
AC124016.2	1.09102369392865	1	1	1	UP
AC124242.1	0.12107983980653	1	1	1	UP
AC124319.3	-0.356959562466984	1	1	1	DOWN
AC124789.1	0.0914616940773223	1	1	1	UP
AC124798.1	-0.000307508215801013	1	1	1	DOWN
AC124944.2	-0.545323440172494	1	1	1	DOWN
AC124944.3	0.458521399087826	1	1	1	UP
AC124997.1	0.858353351117769	1	1	2	UP
AC125232.2	0.64860912048452	1	1	1	UP
