gene	meta_log2FC	meta_p	meta_padj	n_datasets	direction
RAB3GAP1	0.122724534291126	0.219760034522887	1	10	UP
RAB3GAP2	0.144116868843114	0.645146408209412	1	10	DOWN
RAB3IL1	-0.0203047759993705	1	1	9	UP
RAB3IP	-0.196611904643459	0.0158597236101442	0.300510656994047	10	UP
RAB40A	-0.36268368288494	0.0329586979977343	0.466692089119498	8	DOWN
RAB40A, member RAS oncogene family-like	0.0312580749999993	1	1	1	UP
RAB40AL	-0.265229960243114	0.928181403790831	1	6	UP
RAB40B	-0.440513425482182	0.0040689049909173	0.134178975669469	8	DOWN
RAB40B, member RAS oncogene family	0.920493425	1	1	1	UP
RAB40C	-0.0947856349580674	0.130103396402563	1	9	DOWN
RAB40C, member RAS oncogene family	0.235744699999997	1	1	1	UP
RAB41	-0.0808529021250001	1	1	4	UP
RAB41, member RAS oncogene family	-1.238935275	1	1	1	DOWN
RAB42	0.354131137507829	0.0567821785934476	0.665935088375622	10	UP
RAB42, member RAS oncogene family	-0.146725425000001	1	1	1	DOWN
RAB43	0.104809126511091	0.0455349000820019	0.577256512798248	9	UP
RAB43 pseudogene 1	0.183293725	1	1	1	UP
RAB43, member RAS oncogene family	0.865600524999999	1	1	1	UP
RAB43P1	-0.40451099301028	1	1	2	DOWN
RAB44	0.262851652537174	1	1	6	UP
RAB44, member RAS oncogene family	-0.528472275	1	1	1	DOWN
RAB4A	-0.350798978741133	0.000332316147666955	0.0353662349426964	10	DOWN
RAB4A, member RAS oncogene family	0.210684775	1	1	1	UP
RAB4B	0.101906401212606	0.883278840040551	1	7	DOWN
RAB4B, member RAS oncogene family	0.130079374999999	1	1	1	UP
RAB4B-EGLN2	0.0525541863981288	1	1	1	UP
RAB5A	0.348638361063603	0.000354130100255452	0.036309778002338	10	UP
RAB5A, member RAS oncogene family	0.114140499999998	1	1	1	UP
RAB5B	0.0942950012448048	0.091308518751303	0.907352485961719	10	UP
RAB5B, member RAS oncogene family	0.024576874999999	1	1	1	UP
RAB5C	0.354834849890934	0.043420611240784	0.560190646930614	10	UP
RAB5C, member RAS oncogene family	0.240890124999999	1	1	1	UP
RAB5IF	0.388540649650675	1	1	2	UP
RAB6A	0.0338954078941032	0.00595694995231278	0.166530442297087	9	DOWN
RAB6A, member RAS oncogene family	0.0177474999999986	1	1	1	UP
RAB6B	-0.380883118433848	0.0299826271930399	0.441315321901511	10	DOWN
RAB6B, member RAS oncogene family	0.785147125	1	1	1	UP
RAB6C	-0.272975982839568	1	1	3	DOWN
RAB6C, member RAS oncogene family	0.148385099999999	1	1	1	UP
RAB6C-like	0.295489899999999	1	1	1	UP
RAB7, member RAS oncogene family-like 1	0.0157421249999983	1	1	1	UP
RAB7A	-0.116784292049429	0.0202605119392087	0.348924363159526	10	DOWN
RAB7A, member RAS oncogene family	-0.137498250000002	1	1	1	DOWN
RAB7B	0.444314413027083	0.0220935608685074	0.365881565674146	7	UP
RAB7B, member RAS oncogene family	-0.0186789250000004	1	1	1	DOWN
RAB7L1	-0.0380525305319103	1	1	3	UP
RAB8A	0.286233624527546	0.202970799842226	1	10	UP
RAB8A, member RAS oncogene family	0.203292	1	1	1	UP
RAB8B	0.152547679342184	0.0161104792309571	0.303209199711984	10	UP
RAB8B, member RAS oncogene family	-0.421005400000001	1	1	1	DOWN
RAB9A	0.053265144255046	0.0376642388089675	0.51044684368721	11	UP
RAB9A, member RAS oncogene family	-0.812764499999998	0.345317983775447	1	1	DOWN
RAB9B	-0.24796199856069	0.187174182924781	1	9	DOWN
RAB9B, member RAS oncogene family	0.3231031	1	1	1	UP
RAB9BP1	-0.295830607867397	1	1	6	UP
RABAC1	0.941739432502824	0.0373224619332345	0.507343344093669	10	UP
RABEP1	-0.300265861936039	0.027756746068832	0.421306741493657	10	DOWN
RABEP2	0.232502726012374	0.0149263025860619	0.289233563265731	10	UP
RABEPK	-0.250993744397861	0.252416752442143	1	10	DOWN
RABGAP1	0.111105569019037	0.168946322078242	1	8	UP
RABGAP1L	0.358586151173414	0.0114410837484104	0.246126200692773	10	UP
RABGAP1L-IT1	0.122384333333332	1	1	1	UP
RABGEF1	0.157813481391389	0.353908556039207	1	10	UP
RABGGTA	0.0895046473879225	0.148378914476052	1	10	DOWN
RABGGTB	-0.154971283420691	0.0405224808485737	0.533722972791324	10	DOWN
RABIF	-0.0671514549962645	0.0771724068442152	0.815115056814024	10	UP
RABL2A	0.22101085059581	1	1	7	UP
RABL2B	0.0521003786274207	1	1	7	UP
RABL3	-0.107922322461618	0.0415191973607889	0.542337680714501	10	DOWN
RABL5	0.0637377996669404	1	1	3	UP
RABL6	-0.653970452772092	0.077674075890428	0.818670233138132	8	DOWN
RAC1	-0.1938167012056	0.0624644049397949	0.710182956361202	9	UP
RAC1P2	-0.0451481920583382	1	1	5	UP
RAC1P4	0.0594573277	1	1	2	UP
RAC2	1.0137248448639	0.00050572952566032	0.0427513856975809	10	UP
RAC3	-0.117537851223966	0.0657989261988238	0.733787609274299	9	DOWN
RACGAP1	-0.241651296611746	0.195648533310366	1	10	DOWN
RACGAP1P	-0.297185129929586	1	1	6	UP
RACK1	0.119304130749231	1	1	2	UP
RAD1	-0.164187625575642	0.0389229000481763	0.520859580809421	10	DOWN
RAD1 homolog (S. pombe)	0.223048874999999	1	1	1	UP
RAD17	-0.377147978914832	0.0149007529834065	0.288888979524526	10	DOWN
RAD17 homolog (S. pombe)	-0.421145025	1	1	1	DOWN
RAD18	-0.440100322534857	0.000799414135514287	0.0545581812301907	10	DOWN
RAD18 homolog (S. cerevisiae)	-0.308898700000001	1	1	1	DOWN
RAD21	0.0222464078720924	0.0108469151371644	0.238516706193809	10	UP
RAD21 homolog (S. pombe)	0.226956999999999	1	1	1	UP
RAD21-AS1	-0.261802095833333	1	1	2	DOWN
RAD21-like 1 (S. pombe)	-0.481814625000001	1	1	1	DOWN
RAD21L1	-0.0335582457328826	1	1	5	UP
RAD23 homolog A (S. cerevisiae)	-0.155022999999998	1	1	1	DOWN
RAD23 homolog B (S. cerevisiae)	-0.0699823750000018	1	1	1	DOWN
RAD23A	0.127226269637558	0.0482645757241357	0.598400298019743	10	DOWN
RAD23B	-0.227317908281047	0.02527729378337	0.397542893138455	9	DOWN
RAD50	-0.125048525495706	0.0299757638363998	0.441301617215473	9	DOWN
RAD50 homolog (S. cerevisiae)	-0.0719823000000017	1	1	1	DOWN
RAD50 interactor 1	-0.2429151	1	1	1	DOWN
RAD51	0.0751525856405965	0.154253946716676	1	10	UP
RAD51 associated protein 1	0.257257125	1	1	1	UP
RAD51 associated protein 2	-0.0551414500000014	1	1	1	DOWN
RAD51 homolog (S. cerevisiae)	0.1798726	1	1	1	UP
RAD51 homolog B (S. cerevisiae)	-0.289795725000001	1	1	1	DOWN
RAD51 homolog C (S. cerevisiae)	-0.797704250000002	1	1	1	DOWN
RAD51 homolog D (S. cerevisiae)	0.668382975	1	1	1	UP
RAD51-AS1	-0.021711000367967	0.537624160158886	1	5	UP
RAD51AP1	0.0849606385570498	0.212418870964878	1	9	UP
RAD51AP2	-0.0470890458333338	1	1	2	UP
RAD51B	-0.0225396744918187	0.462887425376147	1	9	DOWN
RAD51C	-0.465304512537855	0.000644460209642074	0.0489907586075989	10	DOWN
RAD51D	-0.111531810473679	0.0150451633065075	0.290930516862774	9	DOWN
RAD51L3-RFFL	-0.0715564380501375	1	1	2	UP
RAD52	-0.294217629682808	0.953108934125193	1	9	DOWN
RAD52 homolog (S. cerevisiae)	-0.28591235	1	1	1	DOWN
RAD52 motif 1	-0.846316649999999	1	1	1	DOWN
RAD54 homolog B (S. cerevisiae)	-0.13097165	1	1	1	DOWN
RAD54-like (S. cerevisiae)	1.216047925	0.532939724890802	1	1	UP
RAD54-like 2 (S. cerevisiae)	0.49657415	1	1	1	UP
RAD54B	0.814088402247798	0.788797081731673	1	8	UP
RAD54L	0.363024301074478	0.025287226842996	0.397615050697627	10	UP
RAD54L2	0.100613394243171	0.431227760638699	1	10	UP
RAD9 homolog A (S. pombe)	-0.0941853250000005	1	1	1	DOWN
RAD9 homolog B (S. pombe)	0.475826950000001	1	1	1	UP
RAD9A	0.300524144325551	0.00938523675328507	0.219191830214449	10	UP
RAD9B	0.165041188400266	1	1	7	UP
RADIL	-0.020910727083885	0.521798627726665	1	8	DOWN
RADX	-0.548276918949394	1	1	3	DOWN
RAE1	0.138857259008534	0.353538213774413	1	10	UP
RAE1 RNA export 1 homolog (S. pombe)	-0.10204595	1	1	1	DOWN
RAET1E	-0.0765497349135478	0.938687311092336	1	6	UP
RAET1E-AS1	-0.159791735979601	1	1	3	UP
RAET1G	0.383744889729815	1	1	6	UP
RAET1K	-0.445294508088356	1	1	4	UP
RAET1L	0.0470611734780929	1	1	4	UP
RAF1	0.188913071339225	0.0056377713943406	0.160845452355895	10	UP
RAG1	0.117370290621952	1	1	7	UP
RAG2	-0.0584883057267604	1	1	6	UP
RAGE	-0.0327818981575072	1	1	1	DOWN
RAI1	-0.548888707648379	0.0629844650355374	0.713914428949106	10	UP
RAI1-AS1	0.276660333333332	1	1	1	UP
RAI14	-0.416034316945018	0.0253598466303055	0.398420061420999	10	DOWN
RAI2	0.104987700810376	0.794758463488501	1	9	UP
RALA	-0.109024491568704	0.146461788336515	1	11	DOWN
RALB	-0.0954493887893978	0.0184280873105759	0.329809945723737	10	DOWN
RALBP1	0.10660063192246	0.0311628897221694	0.452156693277196	10	DOWN
RALBP1 associated Eps domain containing 1	0.0776114999999984	1	1	1	UP
RALBP1 associated Eps domain containing 2	0.354090224999999	1	1	1	UP
RALGAPA1	0.234361675312991	0.206938236001798	1	10	UP
RALGAPA1P1	-0.192497320522533	1	1	1	DOWN
RALGAPA2	0.384235236970518	0.00489053099794817	0.148076484553458	10	UP
RALGAPB	-0.110970200886012	0.026567602859273	0.409863952032625	10	DOWN
RALGDS	0.348257658626311	0.00375080195851326	0.12823382548254	10	UP
RALGPS1	-0.130936056637985	0.453253001394871	1	8	DOWN
RALGPS2	-0.19790929583078	0.0187219661506896	0.332949333480707	10	DOWN
RALY	0.169301265996817	0.0291365566307944	0.433840762162689	10	UP
RALY RNA binding protein-like	0.406150775	1	1	1	UP
RALY-AS1	-0.0482872394795885	1	1	4	UP
RALYL	-0.556025464354011	0.98350329175453	1	6	DOWN
RAMAC	0.280060335824495	0.203789658193982	1	4	UP
RAMACL	-1.14446024059329	0.126892201603265	1	2	DOWN
RAMP1	-0.227032156298819	0.2563764708569	1	10	UP
RAMP2	0.130986391692394	1	1	8	UP
RAMP2-AS1	-0.166574041425138	1	1	5	UP
RAMP3	-0.100638318966039	1	1	6	UP
RAN	-0.26048658818323	0.00489076384659023	0.148076484553458	10	DOWN
RAN binding protein 1	-0.566263500000001	1	1	1	DOWN
RAN binding protein 10	0.551652575	1	1	1	UP
RAN binding protein 17	-0.168619550000001	1	1	1	DOWN
RAN binding protein 2	-0.483082875000002	1	1	1	DOWN
RAN binding protein 3	0.772425274999999	1	1	1	UP
RAN binding protein 3-like	0.0312263749999997	1	1	1	UP
RAN binding protein 6	-0.365682625000001	1	1	1	DOWN
RAN binding protein 9	0.466423124999999	1	1	1	UP
RAN guanine nucleotide release factor	0.205992849999998	1	1	1	UP
RAN, member RAS oncogene family	-0.668002875000002	1	1	1	DOWN
RANBP1	-0.130007519093439	0.0158683231904101	0.300597036448843	10	DOWN
RANBP10	0.168342577633105	0.023671558802782	0.381982971479839	10	UP
RANBP17	-0.671911653703425	0.00642116193541754	0.173824685726241	9	DOWN
RANBP1P1	0.163330704552309	1	1	1	UP
RANBP2	-0.0240231663882971	0.577790808476854	1	10	DOWN
RANBP2-like and GRIP domain containing 1	-0.953168350000001	1	1	1	DOWN
RANBP2-like and GRIP domain containing 5	-0.465136375000002	1	1	1	DOWN
RANBP2-like and GRIP domain containing 6	-0.292598625	1	1	1	DOWN
RANBP3	0.153583549931053	0.0435465303750562	0.561209580111031	10	UP
RANBP3L	-0.233482240424641	1	1	6	UP
RANBP6	-0.211201243707589	0.0160587992386238	0.302587151813887	10	DOWN
RANBP9	0.0688139423629116	0.244727993221887	1	10	UP
RANGAP1	0.325236745915746	0.00693076229848402	0.182183536178172	11	UP
RANGRF	0.0117657111946494	0.0475602799589137	0.592235999714755	9	DOWN
RANP1	-0.111132706344445	1	1	3	UP
RAP1 GTPase activating protein	0.724113399999999	1	1	1	UP
RAP1 GTPase activating protein 2	0.590967	1	1	1	UP
RAP1 interacting factor homolog (yeast)	-0.402845250000001	1	1	1	DOWN
RAP1, GTP-GDP dissociation stimulator 1	-0.291226125000002	1	1	1	DOWN
RAP1A	0.0172252885174564	0.143127252531963	1	10	DOWN
RAP1A, member of RAS oncogene family	-0.313422	1	1	1	DOWN
RAP1B	0.0115557494533325	1	1	10	UP
RAP1B, member of RAS oncogene family	-0.2190325	1	1	1	DOWN
RAP1GAP	-0.287371677168275	0.642101745284387	1	9	DOWN
RAP1GAP2	0.344556255369832	0.00338104026972468	0.122205718483812	10	UP
RAP1GDS1	-0.394360701753944	3.99631354600809e-05	0.0145574867412217	10	DOWN
RAP2A	0.0137035689683612	0.0300311764473932	0.441696813303312	11	DOWN
RAP2A, member of RAS oncogene family	-0.138739850000002	1	1	1	DOWN
RAP2B	0.378228921247658	0.000607052727377608	0.0476357092717513	10	UP
RAP2B, member of RAS oncogene family	-0.597495625	1	1	1	DOWN
RAP2C	0.179237389507305	0.160767298317829	1	10	UP
RAP2C, member of RAS oncogene family	0.271882474999998	1	1	1	UP
RAP2C-AS1	0.188019317986135	1	1	4	UP
RAPGEF1	0.390720665279207	0.00297005668907888	0.113946630789365	10	UP
RAPGEF2	0.202696052083529	0.0220074111327741	0.365509757022702	10	UP
RAPGEF3	-0.0117330496143578	0.528572459009437	1	8	DOWN
RAPGEF4	-0.743034268052417	0.00616628352242849	0.170270909886212	9	DOWN
RAPGEF4-AS1	-0.0670765661389724	1	1	3	UP
RAPGEF5	-0.0925503194327226	1	1	7	UP
RAPGEF6	-0.10037236195384	0.0360685179022721	0.496197272191652	10	DOWN
RAPGEFL1	0.0239850421643009	1	1	8	UP
RAPH1	-0.263274117808698	0.0790914107430463	0.829027764573089	10	DOWN
RAPSN	0.224750225789373	0.423535223830221	1	7	UP
RAR-related orphan receptor A	-0.336294	1	1	1	DOWN
RAR-related orphan receptor B	0.620845624999998	1	1	1	UP
RAR-related orphan receptor C	0.267504225	1	1	1	UP
RARA	0.697460132171123	0.000427199933694603	0.0399249443819314	10	UP
RARA-AS1	0.701484891700735	0.401563460588445	1	3	UP
RARB	0.247271432805167	0.490326943366312	1	7	UP
RARG	-0.196605978429555	0.00329394826935714	0.120174993505384	9	UP
RARRES1	-0.358758822044234	0.0616559830533768	0.704220571064133	9	DOWN
RARRES2	-0.20096825485961	0.0221723160050872	0.366845774949321	10	DOWN
RARRES3	0.451598474557806	0.377253556308499	1	6	DOWN
RARS	-0.141060752111821	0.357569655123574	1	8	DOWN
RARS1	0.33653415102727	1	1	2	UP
RARS2	0.201034490900161	0.210083592485667	1	10	UP
RAS (RAD and GEM)-like GTP binding 2	0.486746925	1	1	1	UP
RAS (RAD and GEM)-like GTP-binding 1	-0.68063955	1	1	1	DOWN
RAS and EF-hand domain containing	0.3217079	1	1	1	UP
RAS guanyl releasing protein 1 (calcium and DAG-regulated)	0.218304175	1	1	1	UP
RAS guanyl releasing protein 2 (calcium and DAG-regulated)	-0.484182750000001	1	1	1	DOWN
RAS guanyl releasing protein 3 (calcium and DAG-regulated)	0.7513959	1	1	1	UP
RAS guanyl releasing protein 4	-0.0430797500000003	1	1	1	DOWN
RAS p21 protein activator (GTPase activating protein) 1	0.0656529999999983	1	1	1	UP
RAS p21 protein activator 2	-0.135452925	1	1	1	DOWN
RAS p21 protein activator 3	-0.904758000000001	1	1	1	DOWN
RAS p21 protein activator 4	0.918823699999999	1	1	1	UP
RAS protein activator like 1 (GAP1 like)	0.211514449999999	1	1	1	UP
RAS protein activator like 2	-0.481787250000001	1	1	1	DOWN
RAS protein activator like 3	0.402750925	1	1	1	UP
RAS, dexamethasone-induced 1	0.0833511249999982	1	1	1	UP
RAS-like, estrogen-regulated, growth inhibitor	0.266578249999997	1	1	1	UP
RAS-like, family 10, member A	0.000907874999999731	1	1	1	UP
RAS-like, family 10, member B	0.5038053	1	1	1	UP
RAS-like, family 11, member A	0.199774575	1	1	1	UP
RAS-like, family 11, member B	0.419887925	1	1	1	UP
RAS-like, family 12	0.23041705	1	1	1	UP
RASA1	-0.215534697023688	0.0185375595945105	0.331015136398377	10	DOWN
RASA2	0.359297011033157	0.136091732950243	1	10	UP
RASA2-IT1	-0.0441263333333334	1	1	1	DOWN
RASA3	0.663592417244204	0.00031645177958208	0.034416444273554	9	UP
RASA3-IT1	-0.0710330000000009	1	1	1	DOWN
RASA4	0.324717639750549	0.0142400594310858	0.282258998422188	8	UP
RASA4B	0.12982256903491	1	1	4	UP
RASA4CP	0.343565962879093	1	1	2	UP
RASA4DP	-0.270713657567278	1	1	2	UP
RASAL1	0.720140629678929	0.596858325913006	1	8	DOWN
RASAL2	-0.595994125306491	0.000230769228005542	0.030117408546197	10	DOWN
RASAL2-AS1	0.24375733899339	1	1	3	UP
RASAL3	0.571014530272436	0.0185649619709516	0.331275303976007	8	UP
RASD family, member 2	-0.0715382000000001	1	1	1	DOWN
RASD1	-0.174864147250599	0.0545418978043873	0.648349596942852	10	UP
RASD2	-0.0292613149259379	0.461961003250492	1	8	UP
RASEF	0.338303994008895	0.0998131177509172	0.962049472595327	8	UP
RASGEF1A	0.26207624263231	0.823397823481337	1	8	UP
RASGEF1B	0.318210584847026	0.226720757882582	1	9	UP
RASGEF1C	-0.0602360939488219	1	1	6	DOWN
RASGRF1	0.149111840315207	0.988962923509516	1	7	UP
RASGRF2	0.453255838286765	0.0660923034220509	0.735908763892586	8	UP
RASGRP1	1.59320464329776	0.0497738831963366	0.611690498373969	8	UP
RASGRP2	0.928803344900474	0.00451617931405061	0.141934338475803	9	UP
RASGRP3	0.294426950574099	0.0842940682094446	0.862836652066296	8	UP
RASGRP4	0.79521280021813	0.00570879907213674	0.162276485661541	9	UP
RASIP1	-0.261072695319465	0.472938122964871	1	7	DOWN
RASL10A	0.258001585974254	0.110121659370917	1	7	UP
RASL10B	0.0917975485159025	1	1	9	UP
RASL11A	0.0922050758077031	0.0108413874686728	0.238516706193809	11	UP
RASL11B	0.438776826683582	0.000956816630789117	0.0600148306613848	9	UP
RASL12	-0.138566883965744	1	1	7	UP
RASSF1	0.485052548727039	1.23737090972e-06	0.00296929103142163	11	UP
RASSF1-AS1	0.243183538466399	1	1	2	UP
RASSF10	-0.212870974450645	1	1	7	UP
RASSF2	0.682767113606241	0.00100693934028166	0.0617528586344208	9	UP
RASSF3	0.428628643421853	0.0903911954681875	0.903547572007319	9	UP
RASSF4	0.308247907148849	0.0168707479172848	0.312142247789621	10	UP
RASSF5	0.664644712562243	0.000833961246101632	0.0553914081227683	11	UP
RASSF6	-0.405968200255813	0.145914453194192	1	8	UP
RASSF7	0.146080786587802	0.190794800967549	1	10	DOWN
RASSF8	-0.301844946684195	0.0152889341504444	0.294008184821428	11	DOWN
RASSF8-AS1	-0.34577585107548	1	1	5	DOWN
RASSF9	-0.0813707929231066	1	1	7	UP
RAVER1	0.0714538186680974	0.947174325565956	1	10	UP
RAVER2	-1.14363978319349	2.19364386786511e-05	0.0115734161227295	10	DOWN
RAX	0.135550887727348	0.908487115779895	1	6	UP
RAX2	-0.0300462766630207	1	1	6	UP
RB-associated KRAB zinc finger	-0.235159950000001	1	1	1	DOWN
RB1	-0.134880415650676	0.0220121482922665	0.365509757022702	10	DOWN
RB1-inducible coiled-coil 1	-0.664680250000001	1	1	1	DOWN
RB1CC1	-0.143565321360333	1	1	10	UP
RBAK	-0.280168955459889	0.00293404917690073	0.112926445586108	10	DOWN
RBAK-LOC389458	0.0230659999999991	1	1	1	UP
RBAK-LOC389458 readthrough	0.545936499999999	1	1	1	UP
RBAK-RBAKDN	0.365729820837914	0.260592790481255	1	4	UP
RBAKDN	-0.166859370624399	1	1	2	UP
RBBP4	0.0893037683943897	0.0548416366037201	0.650664967615747	10	DOWN
RBBP4P1	-0.681917792406795	1	1	1	DOWN
RBBP4P4	0.359511291746968	1	1	2	UP
RBBP5	0.0248614747758648	1	1	10	UP
RBBP6	0.196140363301729	0.540360106070339	1	10	UP
RBBP7	-0.20612786321064	0.0207060667143616	0.353447522460156	10	DOWN
RBBP8	-0.0662162745999243	0.559535942462241	1	10	DOWN
RBBP8NL	0.138369367173736	1	1	5	UP
RBBP9	-0.393320691907989	0.00133716779499505	0.072728281286148	10	DOWN
RBCK1	0.294808985501792	0.0327343681479099	0.465050869541753	10	UP
RBFA	-0.0963851313276081	0.0146811807085385	0.286649090002148	10	DOWN
RBFADN	-0.525085356758084	1	1	3	UP
RBFOX1	-0.558547658400817	0.0293068530288867	0.435243920307223	9	DOWN
RBFOX2	-0.0348436939135583	0.624888906658077	1	10	UP
RBFOX3	-0.130153910211894	1	1	7	UP
RBIS	0.16910002953707	1	1	3	UP
RBKS	-0.265331393017581	0.0580347923148305	0.675772800058063	9	DOWN
RBL1	0.116075648345606	0.371909224694225	1	10	DOWN
RBL2	0.343055157494541	0.000935908804497748	0.0592944409517003	10	UP
RBM10	0.0436872834110455	0.152849812999635	1	10	DOWN
RBM11	-0.980895066079931	0.851713202101137	1	8	DOWN
RBM12	-0.151405202857464	0.0278598517257398	0.422268616519516	11	DOWN
RBM12B	-0.412666170365104	0.917542942444155	1	10	DOWN
RBM12B-AS1	-0.395156057384656	0.00364145655896073	0.126346993200135	4	DOWN
RBM12B-AS2	0.265550333333332	1	1	1	UP
RBM14	0.277632964559505	0.00530005111030091	0.155006486911527	11	UP
RBM14-RBM4	-0.107591386544761	0.282930737519864	1	8	UP
RBM14-RBM4 readthrough	0.00455162499999851	1	1	1	UP
RBM15	-0.213727874673511	0.847446621131937	1	10	DOWN
RBM15-AS1	0.571017730592288	1	1	2	UP
RBM15B	0.0473510181786114	0.0404922628779125	0.533608403097946	10	UP
RBM17	0.26601800058921	0.0297157688053579	0.438689430726448	10	UP
RBM18	-0.130196083557387	0.258805963504443	1	10	DOWN
RBM19	0.106472621575684	0.0194605870119794	0.34046873655248	10	UP
RBM20	0.330578005003006	1	1	4	UP
RBM22	-0.311346158593163	0.0107203374535619	0.237276377021859	10	DOWN
RBM23	0.181936613418341	0.148308489356863	1	10	UP
RBM24	0.233445995130636	0.526860399307625	1	8	UP
RBM25	0.24556155128304	0.0862445088943928	0.87670524961108	10	UP
RBM26	-0.0662932473616879	0.0504486393421071	0.616336718781302	10	UP
RBM26-AS1	-0.396782470727457	0.237523508153135	1	6	DOWN
RBM27	-0.0362236116093809	0.0591274983766999	0.683526745026062	10	DOWN
RBM27-POU4F3	0.0315911759697478	1	1	1	UP
RBM28	-0.108111879034137	0.0236480130023266	0.381982971479839	11	DOWN
RBM3	-0.110971990052114	0.00754259303675356	0.191610357078325	10	DOWN
RBM33	0.146537820906281	0.0441902673529797	0.56453958241253	10	UP
RBM34	-0.00100865778604846	0.506784022438074	1	10	UP
RBM38	0.99826532495302	0.00513225102249426	0.152410440544251	10	UP
RBM39	-0.0450164505480163	0.011990215753851	0.253395497138913	10	UP
RBM4	-0.0401438468876072	1	1	7	UP
RBM41	-0.106191907378377	0.249853578742435	1	10	DOWN
RBM42	0.102417359891072	0.00486916485258413	0.147762525903154	10	UP
RBM43	0.596556559013225	0.168186617594569	1	10	UP
RBM44	-0.238875162803204	1	1	7	UP
RBM45	-0.276127902039998	0.0355198088875622	0.491228589541877	9	DOWN
RBM46	-0.631891455335356	0.00302405393811763	0.115009904118901	8	DOWN
RBM47	-0.132530595922672	0.00568689458804939	0.161715630124233	10	DOWN
RBM48	0.338966972228959	0.48262704937409	1	8	UP
RBM4B	-0.313935376905383	0.222673492331225	1	10	DOWN
RBM5	0.32048085189541	0.000481200378384573	0.0419843036922252	10	UP
RBM6	-0.043437224723961	0.0985123341529304	0.953914697731312	10	DOWN
RBM7	-0.0680493790779917	0.195857472850045	1	10	UP
RBM8A	0.102468570977888	0.0882663224550314	0.889719746264199	11	UP
RBM8B	0.358558019542283	1	1	1	UP
RBMS1	0.115979269177275	0.182430029415725	1	10	UP
RBMS1P1	-0.121167181779188	1	1	3	UP
RBMS2	0.151954051733211	0.630024455265562	1	9	UP
RBMS3	-0.652019118507666	0.00104029018805066	0.0628653022657094	10	DOWN
RBMS3-AS1	-0.162295	1	1	1	DOWN
RBMS3-AS2	0.0082139999999996	1	1	1	UP
RBMS3-AS3	-0.776113192569501	0.199962776406408	1	3	DOWN
RBMX	0.0331032496062479	0.0458789889433192	0.580135642953173	8	UP
RBMX2	-0.1348919758787	0.0589666891700795	0.68251626067562	10	DOWN
RBMX2P5	0.0880458945166666	1	1	2	UP
RBMXL1	0.0489930660333389	1	1	7	UP
RBMXL2	0.0976210976243103	1	1	6	UP
RBMXL3	-0.195001567441667	1	1	4	UP
RBMY1A1	-0.745202798552947	0.840600409059961	1	2	DOWN
RBMY1A3P	-0.0135174950555556	1	1	3	UP
RBMY1B	0.212834929166666	1	1	2	UP
RBMY1J	-0.0129500801777777	1	1	3	UP
RBMY2AP	-0.118713890983334	1	1	2	DOWN
RBMY2EP	-0.0343976666666669	1	1	2	UP
RBMY2FP	-0.0142466416666671	1	1	2	UP
RBMY2GP	0.0020566008333335	0.435341523065484	1	2	UP
RBMY2TP	-0.0813089878333333	1	1	2	UP
RBMY3AP	-0.0849321649964623	1	1	4	DOWN
RBP1	-0.2296066976111	0.122289900932488	1	9	DOWN
RBP2	0.335467499706784	0.297133994402946	1	6	UP
RBP3	0.0327253939239118	1	1	6	UP
RBP4	0.0142905355546465	1	1	6	UP
RBP5	-0.0923690281722495	0.57429810325944	1	7	DOWN
RBP7	0.244771259261986	0.251640570556441	1	8	UP
RBPJ	0.223753376510043	0.000518153378031521	0.0433094716761403	10	UP
RBPJL	0.0242997845909488	1	1	6	UP
RBPMS	0.0970843635154762	0.440785526539854	1	9	UP
RBPMS-AS1	0.213559478338833	0.493444716000546	1	5	UP
RBPMS2	-0.214761494625708	0.41839119522584	1	8	DOWN
RBSG2	0.602050975	1	1	1	UP
RBSG3	1.05121997135777	0.951759609828013	1	2	UP
RBSN	-0.240283804872997	1	1	3	UP
RBX1	-0.187746692695762	1	1	8	UP
RC3H1	0.307016684476348	0.0112218354120455	0.24309619577812	10	UP
RC3H1-IT1	0.0990173333333329	1	1	1	UP
RC3H2	-0.018026681173024	0.620516890256293	1	10	DOWN
RCAN family member 3	0.7126008	1	1	1	UP
RCAN1	-0.598645122771684	0.000571665507249792	0.0462208278906473	10	DOWN
RCAN2	-0.429450660481868	0.24189363417046	1	7	DOWN
RCAN3	0.558458171610221	0.102975370831674	0.981591214270657	8	UP
RCAN3AS	0.130814333333333	1	1	1	UP
RCBTB1	-0.188554122500702	0.000947632241138465	0.0596916744857988	10	DOWN
RCBTB2	0.349582666896648	0.51077193541176	1	9	UP
RCC1	-0.0357366733671077	0.653746449470204	1	10	DOWN
RCC1 domain containing 1	0.501624175	1	1	1	UP
RCC1L	-0.0961419162987072	0.684036851006812	1	4	UP
RCC2	0.090375716934648	0.488923321720121	1	9	DOWN
RCCD1	-0.306750063065263	0.0738018398878121	0.791425525335785	9	DOWN
RCCD1-AS1	-0.0199001988794578	1	1	1	DOWN
RCD1 required for cell differentiation1 homolog (S. pombe)	0.109495499999999	1	1	1	UP
RCE1	0.133074049693209	0.0365492214199323	0.500800936602827	11	UP
RCE1 homolog, prenyl protein peptidase (S. cerevisiae)	0.273771849999999	1	1	1	UP
RCHY1	-0.0463794974214074	0.459075012298701	1	10	DOWN
