gene	log2FC	p	padj	n
ATRNL1	-44.75	0.000105642657440768	0.583299824483315	6
HAGHL	19	0.000194338097882183	0.583299824483315	6
TYW1	-78.5000000000001	0.000253070916237112	0.583299824483315	6
RP11-334J6.6	51.5	0.000260730064117062	0.583299824483315	6
ZNF800	78.25	0.000286546600743885	0.583299824483315	6
LOC100130285	-12	0.000290941314693386	0.583299824483315	6
XRCC5	-221.75	0.000383352862743525	0.583299824483315	6
SLC2A1-AS1	11.5	0.000443498561052976	0.583299824483315	6
C1D	-107.25	0.000528839984106387	0.583299824483315	6
SMC2	-21.625	0.000545885449218613	0.583299824483315	6
ATP13A2	-14.5	0.000594845604793292	0.583299824483315	6
ALDH9A1	-417.25	0.000666843102424243	0.583299824483315	6
RPL22P22	41.25	0.000710617275966199	0.583299824483315	6
TMEM19	-34.25	0.000851236037890963	0.583299824483315	6
CTC-428G20.3	-48.5	0.000891597261346486	0.583299824483315	6
ADCY4	14	0.000966558556439144	0.583299824483315	6
IMP4	-132.5	0.00103516100619029	0.583299824483315	6
MINOS1	-101.375	0.0010370549058701	0.583299824483315	6
TPR	109.4	0.00110988406984615	0.583299824483315	6
FAM198B	-645.625	0.00117789723010016	0.583299824483315	6
PDE1B	14.25	0.00122113824808451	0.583299824483315	6
DHX15	-356.625	0.00132183847519934	0.583299824483315	6
CTAG2	12.75	0.00132910336697844	0.583299824483315	6
METTL7A	-100.9375	0.00137247512606911	0.583299824483315	6
C12orf10	-61.75	0.00138306051259229	0.583299824483315	6
CCDC22	-37.75	0.00147804926430272	0.583299824483315	6
RNH1	-49.375	0.00152418486905209	0.583299824483315	6
NUDT18	-22.5	0.00158661469457679	0.583299824483315	6
MMP10	-209	0.00161333393796689	0.583299824483315	6
GPR153	28.5	0.00161891603906344	0.583299824483315	6
TRBV27	14.25	0.00168891769808443	0.583299824483315	6
THRAP3	143.1875	0.00177552880223269	0.583299824483315	6
CDIP1	-22.5	0.00180844065060317	0.583299824483315	6
MORC4	-92.25	0.00183849302004293	0.583299824483315	6
RASL10A	15.25	0.00185029891249042	0.583299824483315	6
DUSP26	19.5	0.00191974948573113	0.583299824483315	6
LINC01359	8.25	0.00192733712586947	0.583299824483315	6
TCN2	22	0.00199300902782438	0.583299824483315	6
HSPA9	-210.6875	0.00201205651778042	0.583299824483315	6
LOC100507477	-29.75	0.00203658031780629	0.583299824483315	6
TAF13	-204.25	0.00221100047429114	0.583299824483315	6
MID1IP1	-75.2500000000001	0.00222826014041973	0.583299824483315	6
USP1	67.1249999999999	0.00227827529616009	0.583299824483315	6
PACSIN2	-139.833333333333	0.00229765135670012	0.583299824483315	6
ZNF503	-14.75	0.00251918700591917	0.583299824483315	6
TCF21	-24.25	0.00252231479193153	0.583299824483315	6
LOC102723990	-11	0.00252391451734482	0.583299824483315	6
MDFI	-8.00000000000001	0.0025423787521034	0.583299824483315	6
BRK1	-121.75	0.00258701334329239	0.583299824483315	6
COMMD7	-117.125	0.00265761623682569	0.583299824483315	6
PSMC1	-301.75	0.00268633966993582	0.583299824483315	6
NUDT15	-113.25	0.00272928456837301	0.583299824483315	6
MCRS1	-16.25	0.00274084633705048	0.583299824483315	6
TM9SF2	-443.5	0.00284254346797713	0.583299824483315	6
TRIM26	-35	0.00287022383820924	0.583299824483315	6
LYRM4	-70.625	0.00287872616710349	0.583299824483315	6
PTPRU	19	0.00290969317429767	0.583299824483315	6
CCNT1	106.375	0.00296533174804984	0.583299824483315	6
CHRNB2	15.75	0.0029776652051687	0.583299824483315	6
TMX2	-474	0.00310984097175689	0.583299824483315	6
HNRNPAB	-605	0.00319698386006473	0.583299824483315	6
SYPL1	-151.5	0.00321285907518836	0.583299824483315	6
PCNT	27.75	0.00321286034869777	0.583299824483315	6
CHCHD2	-1088.25	0.00329828774777179	0.583299824483315	6
C21orf15	7.625	0.00350967075563618	0.583299824483315	6
PADI1	10.5	0.00353060371091392	0.583299824483315	6
CD177	18.5	0.0035556976720296	0.583299824483315	6
NACA	703.416666666668	0.00362577530172333	0.583299824483315	6
BOP1	-20.25	0.00362927706431113	0.583299824483315	6
MTCH1	-594.000000000001	0.00365551178467802	0.583299824483315	6
RPA2	-167.75	0.00367765940152325	0.583299824483315	6
EPS8L1	-9.75000000000001	0.0037334577638612	0.583299824483315	6
MRPS18A	-71.625	0.00380697645011871	0.583299824483315	6
DAB1	-24.5833333333334	0.00385039218482367	0.583299824483315	6
LOC101060179	-13.5	0.0038958906534411	0.583299824483315	6
ADH4	8.6875	0.00397774830743605	0.583299824483315	6
MYBBP1A	-28.75	0.00400188847509393	0.583299824483315	6
SLC38A10	-9.25	0.00412463124198736	0.583299824483315	6
FAHD2A	-22.65	0.00413220388968883	0.583299824483315	6
FARS2	-56	0.00419175056265841	0.583299824483315	6
ACE	6	0.0042073140536724	0.583299824483315	6
C12orf49	-18.8	0.00422120730944582	0.583299824483315	6
NDUFS5	-2348	0.00433591101122444	0.583299824483315	6
UBXN8	-169.5	0.00434579669925599	0.583299824483315	6
BC052578	6.5	0.00435206298604291	0.583299824483315	6
TMTC1	-134.875	0.00436077067010257	0.583299824483315	6
DCBLD1	-16.625	0.0044337341588026	0.583299824483315	6
PRMT3	-126.5	0.00443886940002718	0.583299824483315	6
RASEF	332.45	0.00446014621918518	0.583299824483315	6
SLC6A16	9.625	0.00447441569662665	0.583299824483315	6
RNF112	10.25	0.00454386903904641	0.583299824483315	6
CEP170B	21	0.0045546315245837	0.583299824483315	6
LOC101926918	24.75	0.00457678743343054	0.583299824483315	6
PROCA1	12.5	0.00458982908433125	0.583299824483315	6
AK024119	16.25	0.00461151426020657	0.583299824483315	6
CCDC91	-44.125	0.00464806567000581	0.583299824483315	6
CS	-269	0.00467039859591926	0.583299824483315	6
CHIC1	-6.75	0.00471977421423014	0.583299824483315	6
CHST7	-389.75	0.00473164047623694	0.583299824483315	6
SSNA1	-33.25	0.00477495596067563	0.583299824483315	6
DPEP1	19.5	0.00478136574474566	0.583299824483315	6
C11orf24	-104.75	0.00493629359381163	0.583299824483315	6
NAF1	-81.2500000000001	0.00496350604807679	0.583299824483315	6
DOC2A	14.25	0.00496760680094335	0.583299824483315	6
CTAG1A	8.25	0.00498101628760759	0.583299824483315	6
TOR2A	-13	0.00499066065216959	0.583299824483315	6
POLR2J4	31.8125	0.00500717205113201	0.583299824483315	6
SOAT1	-176.166666666667	0.00501333757328282	0.583299824483315	6
CLDN19	13.8333333333333	0.00502604390214859	0.583299824483315	6
Ndufaf4	7.5	0.00503536554698011	0.583299824483315	6
TBCB	-357.833333333334	0.00505980657356129	0.583299824483315	6
USP27X-AS1	-12	0.00513408180977869	0.583299824483315	6
OPA1	-58.75	0.00516340127075247	0.583299824483315	6
EMC4	-295.25	0.00520898037259335	0.583299824483315	6
SNX12	-98.375	0.00521964603050122	0.583299824483315	6
LOC100131043	13.75	0.00525510869500393	0.583299824483315	6
RP11-173M1.8	-34.5	0.00530295294632927	0.583299824483315	6
LPPR2	9	0.00532454585506935	0.583299824483315	6
ATN1	17.25	0.0053299980804694	0.583299824483315	6
CYP19A1	-109.892857142857	0.00541882171235189	0.583299824483315	6
GALNT2	-383.375	0.00543317991031794	0.583299824483315	6
