gene	log2FC	p	padj	n
Transcript_ID	0.466616842373521	0.630110701405854	0.999940757709128	7
ENST00000381298	-0.904966020468099	0.328413901791735	0.999940757709128	7
ENST00000327435	-0.149408166232187	0.718486194704686	0.999940757709128	7
ENST00000592791	0.150527093580376	0.716921665513379	0.999940757709128	7
ENST00000310331	-0.368606875690886	0.582856821314065	0.999940757709128	7
ENST00000339450	-0.252898551671304	0.734253528298885	0.999940757709128	7
ENST00000470495	0.0297573991766057	0.975768667927149	0.999940757709128	7
ENST00000388968	0.0226207353737418	0.944621453799289	0.999940757709128	7
ENST00000335965	-0.0112381091995084	0.97729811484212	0.999940757709128	7
ENST00000328879	-0.0209006910209927	0.973192588927353	0.999940757709128	7
ENST00000382361	-0.225534340483699	0.687321029432329	0.999940757709128	7
ENST00000274606	0.221372277694207	0.496313727439708	0.999940757709128	7
ENST00000484462	-0.171560102598985	0.62396433389281	0.999940757709128	7
ENST00000456380	0.394539578340829	0.360964841643956	0.999940757709128	7
ENST00000325612	0.491064666234422	0.395733595354589	0.999940757709128	7
ENST00000358455	0.704788842942645	0.180974975294567	0.999940757709128	7
ENST00000581230	-0.150457995448545	0.801303603551746	0.999940757709128	7
ENST00000531978	-0.0569861019365462	0.868983996483512	0.999940757709128	7
ENST00000378319	-0.118467412385466	0.771355044892696	0.999940757709128	7
ENST00000302746	0.23528429473778	0.427893771821621	0.999940757709128	7
ENST00000262570	0.224266306877468	0.458575274093913	0.999940757709128	7
ENST00000504792	-0.569392613066684	0.462897310277745	0.999940757709128	7
ENST00000453019	-1.76912963894979	0.05450638600348	0.999940757709128	7
ENST00000475723	-0.267746108930266	0.647756118899061	0.999940757709128	7
ENST00000488174	-1.06327071179544	0.13454596185556	0.999940757709128	7
ENST00000462494	1.21139516833906	0.23941741814559	0.999940757709128	7
ENST00000344843	0.42220939331639	0.155353241561112	0.999940757709128	7
ENST00000402527	1.1430566481556	0.0599194589742771	0.999940757709128	7
ENST00000598742	0.17005814755966	0.663545139745468	0.999940757709128	7
ENST00000233575	0.0852211395094582	0.820733169488889	0.999940757709128	7
ENST00000455785	0.537929094082519	0.290904558772614	0.999940757709128	7
ENST00000351450	0.36531462596616	0.447746945676362	0.999940757709128	7
ENST00000216190	0.161113235240707	0.700942252579637	0.999940757709128	7
ENST00000371974	0.547891027672248	0.319158430713014	0.999940757709128	7
ENST00000262207	0.428885884159651	0.687567295727114	0.999940757709128	7
ENST00000331595	-0.0805499553230766	0.921439168486815	0.999940757709128	7
ENST00000279396	0.00155527124383097	0.997199315265831	0.999940757709128	7
ENST00000616406	-0.0234640607512474	0.958138218716244	0.999940757709128	7
