gene	log2FC	p	padj	n
MCF2L-AS1	2.98861025	1.09388867040249e-05	0.555028172475518	8
CNTNAP2	-2.073428325	4.77922454437358e-05	0.790293790915628	8
CXorf58	-1.294828025	0.000118626582579222	0.790293790915628	8
XLOC_l2_008546	2.1453757	0.000232605600425001	0.790293790915628	8
NBLA00301	-1.742240825	0.000247880970348598	0.790293790915628	8
SPEG	1.3674668	0.000297081233768904	0.790293790915628	8
XLOC_008405	0.713250175	0.000313155124405875	0.790293790915628	8
XLOC_l2_008221	2.571063375	0.000336677164619544	0.790293790915628	8
GBP1P1	1.50633225	0.00033757668342644	0.790293790915628	8
DISC1	1.845483025	0.000350900392380288	0.790293790915628	8
DEFB105B	-1.53776325	0.00040016981492115	0.790293790915628	8
LOC643669	-0.700293075	0.000425294583071982	0.790293790915628	8
LOC284276	-0.887406825	0.000464278260070044	0.790293790915628	8
DOK7	2.931952075	0.000549310956082529	0.790293790915628	8
ZNF720	-1.349694225	0.000571477348933864	0.790293790915628	8
JDP2	1.505994	0.000592484974960213	0.790293790915628	8
BARHL1	-0.668438675	0.000603056450344556	0.790293790915628	8
LOC283483	-1.890510225	0.00060595153361359	0.790293790915628	8
TMC5	3.021841375	0.000615672593946964	0.790293790915628	8
SPRR2C	2.175521275	0.000620838663673828	0.790293790915628	8
PAFAH1B2	-0.637717000000001	0.000720193924071658	0.790293790915628	8
TMC1	-1.6578886	0.00075406607933556	0.790293790915628	8
AMTN	-0.841688275	0.000798514473555451	0.790293790915628	8
PPFIA2	-2.42067365	0.000849748416317864	0.790293790915628	8
XLOC_011769	1.103691025	0.000873787013495062	0.790293790915628	8
XLOC_l2_000186	1.20041525	0.000885963076782647	0.790293790915628	8
CCDC168	-0.896981475000001	0.000940174356233543	0.790293790915628	8
C11orf94	-0.660287925	0.000960163712116161	0.790293790915628	8
LOC100509780	3.00639315	0.000969022873186864	0.790293790915628	8
DMRTC1	1.694593325	0.00103149956643708	0.790293790915628	8
LOC100131248	0.980063749999999	0.00118651679786074	0.790293790915628	8
IP6K3	2.274282325	0.00124307270262824	0.790293790915628	8
ANO10	-0.677357625000003	0.00124807053509895	0.790293790915628	8
CDH20	-1.2573892	0.00130216218225395	0.790293790915628	8
SLC37A1	1.521549525	0.0013463917314996	0.790293790915628	8
LOC100506838	-1.0533014	0.00136452413592973	0.790293790915628	8
TCF7L2	0.893865175	0.00137349437560763	0.790293790915628	8
LOC729995	-1.0533444	0.00143533975606766	0.790293790915628	8
XLOC_013578	-0.568211475	0.00144200742666354	0.790293790915628	8
CALML6	-0.710939225	0.00148311934655124	0.790293790915628	8
C8orf77	1.6043256	0.00149315359057943	0.790293790915628	8
CTSC	-0.718022250000001	0.00156998353867572	0.790293790915628	8
GRID1	-0.9780705	0.00157156626809858	0.790293790915628	8
XLOC_003385	-0.960308275000001	0.00164021012169128	0.790293790915628	8
PDC	-1.245674575	0.00164958818247013	0.790293790915628	8
AKT1S1	-1.0382711	0.001667090383913	0.790293790915628	8
AFF3	1.53601785	0.00171135516057801	0.790293790915628	8
OBFC1	1.08928275	0.00173319221948427	0.790293790915628	8
LOC339894	-1.383459875	0.0017430346982852	0.790293790915628	8
MEMO1	-1.200348975	0.00185440953826682	0.790293790915628	8
MLL	0.56861015	0.00190049211366476	0.790293790915628	8
XLOC_011515	-1.3527139	0.00206187004347473	0.790293790915628	8
XLOC_009846	-1.188973275	0.00206361846260352	0.790293790915628	8
STK3	-0.566997775	0.00209737769525784	0.790293790915628	8
XLOC_l2_005916	-1.743981175	0.0021021898220358	0.790293790915628	8
BCL2	1.756445725	0.00213190143614506	0.790293790915628	8
NPSA	-0.648227600000001	0.00219934346805318	0.790293790915628	8
RPL23	-0.498232150000002	0.00228775518791457	0.790293790915628	8
P39192	-0.707622424999999	0.002337548493357	0.790293790915628	8
C13orf16	-0.905068075000001	0.00241169936419734	0.790293790915628	8
CACNA1B	-1.11977655	0.00242919150674046	0.790293790915628	8
ITGAD	3.103722875	0.0024635214351399	0.790293790915628	8
XLOC_012338	-0.750884600000001	0.00249451981483293	0.790293790915628	8
PRR14L	-0.694469025	0.00251812909830306	0.790293790915628	8
DKFZp686L13185	-1.433606175	0.00254922610955967	0.790293790915628	8
LINC00092	-1.10431445	0.00256027082526204	0.790293790915628	8
MIXL1	-1.068193175	0.00257057631259927	0.790293790915628	8
XLOC_009224	0.615148775	0.00257626344685741	0.790293790915628	8
XLOC_010326	-1.142173575	0.00261023004168714	0.790293790915628	8
LOC100507295	1.948937225	0.00262053086508715	0.790293790915628	8
LOC550112	-0.8753495	0.00263331412808198	0.790293790915628	8
LINC00235	-1.21538865	0.00269900194888405	0.790293790915628	8
LINC00246A	1.889783225	0.00272015224482175	0.790293790915628	8
XLOC_000429	-0.829433400000001	0.00276002318513332	0.790293790915628	8
XLOC_004111	-1.24921715	0.00282795363107786	0.790293790915628	8
GJD4	1.394768675	0.00289541240612875	0.790293790915628	8
POGK	1.141442775	0.00295733886517762	0.790293790915628	8
ZNF430	1.08614855	0.00296063862082594	0.790293790915628	8
SNORD92	-0.51945525	0.00301964257430152	0.790293790915628	8
LOC100652764	-1.756251575	0.00304256442848077	0.790293790915628	8
