gene	log2FC	p	padj	n
EGR2	-2.3853335568	2.46688305658245e-11	7.97321272718014e-07	16
TRIB1	-1.7929191007	1.17741566508876e-08	0.000190276258556669	16
HES1	-2.81953568626667	3.17622536642206e-08	0.000258280592321897	16
TDO2	2.43005828926667	3.63648143380079e-08	0.000258280592321897	16
AQP5	-0.637020381966667	3.99555385541749e-08	0.000258280592321897	16
EGR3	-1.4913966154	7.65907424970039e-08	0.000412581564707611	16
DNAJB1	-0.520333905933332	1.00427911514828e-07	0.000463704361152964	16
FAM216B	-0.602288327366667	1.8389428132238e-07	0.00074295588332758	16
HSPA1A	-0.943264711133334	3.08837551816361e-07	0.00110910427913962	16
SUB1P1	-0.2364906269	5.32531197859539e-07	0.00172119408460182	16
SPATA20	-0.434306232900002	6.19914916766717e-07	0.00182147909316519	16
ZNF597	-1.00487967246667	7.60393131766033e-07	0.00189051280090846	16
SNORD49A	-0.748613346633333	1.58767954487703e-06	0.00358239347065378	16
RNA5SP473	-0.888453571966668	1.66256929116694e-06	0.00358239347065378	16
LAMA4	0.8730686542	1.83731697663579e-06	0.00366405914421951	16
PBLD	-0.3412082449	1.92719920335793e-06	0.00366405914421951	16
NT5E	0.857265226	2.33460898832141e-06	0.00419204983952979	16
DNAJC15	-1.11848032743333	2.72623334877974e-06	0.00463760989820579	16
CDC14B	-0.5078433548	3.3201651531399e-06	0.00504041407894953	16
FAM107B	-1.0108386649	3.32870235979398e-06	0.00504041407894953	16
ZFP36	-0.955134062266668	3.4310069640922e-06	0.00504041407894953	16
NR4A1	-0.710569912733333	3.63027493940466e-06	0.00504041407894953	16
MT-TN	-0.644737009933333	3.74276593839264e-06	0.00504041407894953	16
C2orf43	-0.58841668	4.37865316686071e-06	0.00544323380849843	16
ITLN1	-0.4097412314	4.6901147477951e-06	0.00544323380849843	16
FUNDC2	-0.355703506599998	4.73866160444168e-06	0.00544323380849843	16
GM2A	-0.590213140133334	4.83255038133014e-06	0.00544323380849843	16
RNA5SP385	0.461071527266666	4.88393862957379e-06	0.00544323380849843	16
ABI3BP	1.83139474406667	5.66323717408456e-06	0.0057200465219871	16
BEX4	-0.261883716833333	6.5789005771466e-06	0.00625401898688104	16
RNA5SP132	-0.388708093733333	7.31268931558238e-06	0.00657394543813702	16
ATL2	-0.420553773666667	7.32223742374719e-06	0.00657394543813702	16
ASPSCR1	-0.206791625899999	7.54497657303402e-06	0.00657487023645038	16
EHD2	0.210994437133333	7.92354652057897e-06	0.00657487023645038	16
ALDH5A1	-0.275767669866668	7.9335397797582e-06	0.00657487023645038	16
SERPING1	1.38880786713333	1.04808118097501e-05	0.00846875796257329	16
PTPLAD1	-0.240709937366666	1.12379564077921e-05	0.00885907290381095	16
TOR1AIP2	-0.388407012333334	1.1605549747432e-05	0.00893102317587497	16
VGLL3	0.5628604791	1.23121415381186e-05	0.00904410742394392	16
PTPRF	0.589441989866667	1.44262396521726e-05	0.00946220010326092	16
PDGFRA	0.799133093066667	1.46026636992912e-05	0.00946220010326092	16
MMS19	0.228571356133334	1.4955718016156e-05	0.00946220010326092	16
KLF4	-0.642817339299999	1.50169861317436e-05	0.00946220010326092	16
MIR21	0.700286777633332	1.50584958012253e-05	0.00946220010326092	16
LY75-CD302	0.272218989066666	1.52233657798202e-05	0.00946220010326092	16
EZR	-0.348604014833334	1.59032324654829e-05	0.00967551736582285	16
MKL2	0.251923518333335	1.6165277613763e-05	0.00967551736582285	16
PARK2	-0.524804837866665	1.72956633413196e-05	0.00984020796035657	16
STMN3	-0.2599210953	1.74475493249952e-05	0.00984020796035657	16
RNA5SP85	-0.758859328333332	1.765824268125e-05	0.00984020796035657	16
TPTEP1	0.840313709266666	1.86063229033076e-05	0.010192795975556	16
RHOB	-0.4930313839	1.94661925165688e-05	0.0104250185301209	16
TK2	-0.324943314499998	1.97163700310934e-05	0.0104250185301209	16
NUS1	-0.305763843533334	1.99978697709693e-05	0.0104250185301209	16
ZNF844	-0.241402251533333	2.05419483114905e-05	0.0105386716091378	16
NDUFS7	-0.184078460033333	2.19033682852985e-05	0.0106856816231335	16
TP53I11	0.476407074233334	2.21509442390379e-05	0.0106856816231335	16
DNAJC12	-0.424641972566667	2.26655240315785e-05	0.0107373361833176	16
MGC57346	0.600219938833334	2.29224404148669e-05	0.0107373361833176	16
TSPYL4	0.366822414333332	2.62239808518196e-05	0.0120555098822524	16
FXYD5	1.04136163913333	2.64825098740731e-05	0.0120555098822524	16
WLS	0.608879343366667	2.86431612640296e-05	0.0125537274121707	16
GADD45B	-0.577981814866667	2.90576527375071e-05	0.0125537274121707	16
RNA5SP493	-0.584781837299999	3.05052564909627e-05	0.0129731630926896	16
CSRNP1	-0.540905868066667	3.13839827138254e-05	0.0130911399002978	16
H3F3A	-0.279608101233333	3.19977739588357e-05	0.0130911399002978	16
SLC38A5	0.933548391466667	3.30492229517212e-05	0.0133522991877823	16
FGFR1	0.466894531766666	3.54715402844027e-05	0.0138899001074292	16
RNU6-1053P	0.662842086333333	3.60254975859197e-05	0.0138899001074292	16
SNORD116-29	-0.586420984833333	3.80817226269813e-05	0.0139843178766976	16
SYT14L	-0.259262656066667	3.8618803112002e-05	0.0139843178766976	16
RNF103	-0.231092771966666	3.94305828152057e-05	0.0139843178766976	16
NAAA	-0.475261563833334	3.97497905197906e-05	0.0139843178766976	16
FOSB	-1.59707301083333	4.05215767407347e-05	0.0139843178766976	16
SNORD115-5	-0.4220701839	4.06583993127062e-05	0.0139843178766976	16
AMZ2P1	-0.439414293266666	4.4028910368089e-05	0.014823525125073	16
RAB21	-0.3336293001	4.52347462862305e-05	0.0150724972651263	16
DDIT4	0.314037193399999	4.5927428900717e-05	0.0151471472397967	16
RNA5SP332	-0.521807943066667	4.76400515626895e-05	0.015553273803613	16
SEPW1	-0.290965100133335	4.95103636422076e-05	0.0157182146910674	16
ZFP69B	-0.196634677166666	4.98527044986465e-05	0.0157182146910674	16
TCEAL2	-0.286099545300001	5.00905328789313e-05	0.0157182146910674	16
