gene	log2FC	p	padj	n
AK4	-1.32006245460032	3.59570440463033e-22	3.57233232600023e-18	10
AOX1	-1.28268316881123	1.11476790744267e-10	5.53760958022146e-07	10
SOX4	2.57067790987098	4.22406950117602e-10	1.39887101647279e-06	10
C7	1.52722659771925	2.65379393641578e-09	6.59136068957269e-06	10
ACSM3	1.85776158897137	6.36635038035103e-09	1.26499382057575e-05	10
DAPK1	2.23749591144365	1.77019046738476e-08	2.89713140663717e-05	10
LDHA	-0.867567842290092	2.04126017578865e-08	2.89713140663717e-05	10
WNT5A	1.33944545289876	1.89550971252038e-07	0.000233435255322608	10
MYH11	4.5489213624633	2.1146626048349e-07	0.000233435255322608	10
PGK1	-0.784604003924597	3.64849095924737e-07	0.000335075777504356	10
SIK1	1.04350093404594	3.80871752728725e-07	0.000335075777504356	10
EBP	-0.975585481610496	4.04721623558357e-07	0.000335075777504356	10
NELL2	1.26656326986278	4.65200889489874e-07	0.000355520833621685	10
ABCA8	1.30045160056873	5.49533877776027e-07	0.000366747890713775	10
HOMER2	2.0172043218223	5.53721022718331e-07	0.000366747890713775	10
PLEKHH2	1.4347197011603	6.89095890683737e-07	0.000427885479621433	10
TRIM16	-1.48519438808113	8.03174066084175e-07	0.000469384373326252	10
CALCOCO1	0.787020547408213	1.06369716097689e-06	0.000587101738572521	10
ID3	2.69899820799884	1.13369284908986e-06	0.000588584971724695	10
PWRN1	2.48127624699826	1.18487160890729e-06	0.000588584971724695	10
KLHDC8A	2.58380989515906	1.54552949635254e-06	0.000731182645060118	10
FADS2	-1.26743585029354	1.78560933574566e-06	0.000806364943210595	10
FDPS	-1.18434404890431	2.58148954361464e-06	0.00108026905524444	10
ERI2	1.73362220355463	2.60960818579431e-06	0.00108026905524444	10
FOXO1	0.781493014272023	3.00353353660332e-06	0.00119360422744616	10
SEPP1	1.89153036072926	3.45379720735479e-06	0.00125895872274406	10
CLDN1	-1.6786182402281	3.5321158505264e-06	0.00125895872274406	10
STOM	-0.526518696785196	3.62754802949965e-06	0.00125895872274406	10
IDH1	-1.29018116407468	3.67486693100935e-06	0.00125895872274406	10
BNIP3	-0.879930130018153	4.16326172765734e-06	0.00132327875157586	10
JDP2	1.54871553523717	4.1901050445829e-06	0.00132327875157586	10
NSDHL	-1.01962652606564	4.2621962808684e-06	0.00132327875157586	10
DCHS1	1.57015267032092	5.86525774051658e-06	0.00174834822513936	10
C4orf49	-0.814188885679512	6.14669637885667e-06	0.00174834822513936	10
SCD	-1.00353609761153	6.1592539385886e-06	0.00174834822513936	10
MMD	-1.08288112543493	8.40114343096372e-06	0.00227518276495995	10
EML5	1.55575715619475	8.47325237076175e-06	0.00227518276495995	10
FKBP11	-0.805944726458528	8.794683394297e-06	0.00229934682953528	10
LEFTY2	-2.94749908982097	1.16663646149814e-05	0.00297193160127795	10
TBC1D4	1.02027894515185	1.25394661104901e-05	0.00311448989519297	10
FAM19A2	2.17562676420599	1.3157641397073e-05	0.00318832115316879	10
MXRA7	-0.555625913562928	1.4494734990142e-05	0.00331116928724313	10
ELOVL6	-1.31299196072879	1.45485997599069e-05	0.00331116928724313	10
SFRP4	3.1703622946502	1.46644638790838e-05	0.00331116928724313	10
NR4A3	0.977193324027876	1.73252285688248e-05	0.00382502546291722	10
HTRA1	1.47213267811634	2.06319613812984e-05	0.00443386251516055	10
THUMPD1	1.08213588633153	2.09754945357369e-05	0.00443386251516055	10
PLIN2	-0.790772750349966	2.40116040354764e-05	0.00496990179359288	10
MLLT4	0.694884719368148	2.64888371940013e-05	0.00531801423758004	10
CHST7	0.895180356858766	2.6764037431203e-05	0.00531801423758004	10
ZDBF2	0.725725861530954	3.1128823190851e-05	0.00603014683582991	10
ZNF331	1.03738018681961	3.15619160003176e-05	0.00603014683582991	10
ATP9A	1.54194838120362	3.31421991769562e-05	0.00621259903439735	10
COL4A4	1.57492558855078	3.41209287704143e-05	0.00627761902470494	10
S100B	2.78323893060282	3.48403868834885e-05	0.00629344079431742	10
SC4MOL	-1.4219729376867	3.66888000769152e-05	0.00646835937382038	10
FADS1	-0.987760346640134	3.71108690797949e-05	0.00646835937382038	10
HPCAL4	0.932066709587605	3.91589673692667e-05	0.00670766104851146	10
CYP51A1	-1.01816827061896	4.09444530170368e-05	0.00689462950380104	10
AKT3	0.812893593519109	5.00142679669961e-05	0.00828152920420177	10
PDIA6	-0.594157446052714	5.38328972790805e-05	0.00876770220438795	10
KCTD15	2.07264889844594	5.50634668526036e-05	0.00882347650291318	10
GSTA1	1.99800986976829	5.90208645618908e-05	0.00930749665749818	10
SERPINB6	-0.80756652956526	6.36523234388325e-05	0.00988102864632501	10
GPX3	1.9860654884125	6.77786514733496e-05	0.0103597061905804	10
PIM1	1.07177346574358	6.92590796887077e-05	0.0104255902531411	10
FGF12	0.962711558059348	7.41212411980634e-05	0.0108990240601891	10
ATAD2	0.88702087004109	7.45982522489039e-05	0.0108990240601891	10
DBN1	1.04426422993939	7.90340691158794e-05	0.0112451637661425	10
AGPAT5	-0.961559175044228	7.92311488303953e-05	0.0112451637661425	10
AK2	-0.524938314487505	8.44792983743488e-05	0.0118211525260444	10
