gene	log2FC	p	padj	n
PLXDC2	-1.88957925829306	8.23263081108193e-17	1.48549590355162e-12	6
TRIB2	-1.96064291618557	4.69812566692716e-13	3.50269605109984e-09	6
SHISA6	-5.60488328456572	5.82359130641738e-13	3.50269605109984e-09	6
ABCA5	-1.66766219990495	6.52353722192629e-11	2.94276764081095e-07	6
SMOC1	-4.97809820755239	2.89971417538677e-10	1.04644885161358e-06	6
SLC16A14	-2.64155745691002	4.62307464953982e-09	1.39031264960494e-05	6
SUSD4	-2.68795063957238	5.91324550401913e-09	1.52426574106459e-05	6
SCAP	-1.27814700686828	8.6223670018305e-09	1.78034955891496e-05	6
ATRNL1	-3.7684352444735	8.8800410276184e-09	1.78034955891496e-05	6
ERMP1	-2.68034098061475	1.75905842028828e-08	3.17404501356818e-05	6
AC139491.7	-1.81571498734089	5.38217390065209e-08	8.82872235121512e-05	6
ZBED6CL	1.3075169075692	1.36826850733761e-07	0.000205741974553332	6
LAMA5	-2.46280403068198	2.58020899334561e-07	0.000358133008276371	6
HAS1	2.90710558457568	2.9517592269482e-07	0.000380439596364667	6
CHRNA6	-3.46056272960091	3.33702674411203e-07	0.000383092395258384	6
TBC1D5	-1.65112280659079	3.76771275159563e-07	0.000383092395258384	6
NPR3	-3.72816112514822	3.87935664116376e-07	0.000383092395258384	6
FAM166B	-3.85011303209428	3.94157203984576e-07	0.000383092395258384	6
TAP2	6.82234059604436	4.03389243510823e-07	0.000383092395258384	6
TUBA1A	0.946022634694263	7.78783375278345e-07	0.00066903209726865	6
FRMPD2	-7.59967493669117	8.02140800304014e-07	0.00066903209726865	6
AC022509.2	5.01557605607599	8.15711934155968e-07	0.00066903209726865	6
AC073957.3	-1.10171066431888	9.85767170743879e-07	0.000773355775169676	6
SSPO	-1.9411502471887	1.27383222725167e-06	0.000931507001993618	6
PTPRVP	-3.33759372755147	1.29060491298163e-06	0.000931507001993618	6
HSPB6	-3.4186970551072	1.62773392542673e-06	0.00110186238227356	6
PRKAR1A	-1.09465308943523	1.64876326321138e-06	0.00110186238227356	6
RUFY3	-0.768477753718485	1.97407500186113e-06	0.00127215033334222	6
IL1A	3.42895647376106	2.29980716589903e-06	0.00143095587936145	6
IL1B	3.87372329973117	2.53958764958236e-06	0.00151735959226717	6
TMED8	-1.26268711949086	2.60685808913115e-06	0.00151735959226717	6
ACCS	-1.26657613089531	2.77735615689707e-06	0.00156608170297033	6
C1orf87	-7.20319900231087	3.73166392735541e-06	0.00204042860318791	6
ALOX15	2.57384168504191	3.96124789756747e-06	0.00210225756069728	6
AF015262.1	-3.69833390381687	4.67245169154803e-06	0.00240884909492265	6
AP001528.2	-2.48386294076111	5.27183224150807e-06	0.00264235947127143	6
IL23A	2.08809911313539	6.34372146703161e-06	0.00309367865273293	6
PRDX1	0.758512893689957	6.68511846777119e-06	0.00317437572717009	6
LINC00598	-2.88787037286104	7.07346695828421e-06	0.00327265737936616	6
CSF2	2.65812891710584	8.11529880346201e-06	0.00357244568115431	6
AC011481.3	-3.47294518498991	8.11739486407265e-06	0.00357244568115431	6
ITPR1	-1.35449710711854	8.92116698661523e-06	0.00383270326444012	6
LRRC75A	-1.95837117911119	9.49485201791086e-06	0.00398430487932985	6
