gene	log2FC	p	padj	n
ENSG00000163359	-2.42831988976675	2.70118775569959e-16	2.60070357118756e-12	6
ENSG00000146674	8.8458158346838	1.05123947166691e-08	5.06066681660451e-05	6
ENSG00000111077	-8.67016491433241	5.28430212020805e-08	0.000169590869377877	6
ENSG00000150337	8.78697709351932	1.37646789580662e-07	0.000298564365513596	6
ENSG00000204427	2.43982066920101	1.84290824332275e-07	0.000298564365513596	6
ENSG00000183486	2.83171256761605	1.86060053290567e-07	0.000298564365513596	6
ENSG00000094804	8.60875119080087	4.73160510560301e-07	0.000650798485096368	6
ENSG00000137869	1.72750694936823	1.46590646048475e-06	0.00176421842519339	6
ENSG00000171604	8.41301379058713	1.93332845558378e-06	0.00206823181892896	6
ENSG00000100124	8.46724183293216	4.61206573957894e-06	0.0044404968940666	6
ENSG00000136068	-1.03508809253399	5.98325637692894e-06	0.00523698112700653	6
ENSG00000162231	1.89095610090985	6.96965947951509e-06	0.00559199012239761	6
ENSG00000257315	-2.19226327997816	7.850610127575e-06	0.00564658598269203	6
ENSG00000063761	8.27403258244778	8.63233307143548e-06	0.00564658598269203	6
ENSG00000137103	8.27843345683083	9.32987531691145e-06	0.00564658598269203	6
ENSG00000167118	8.26961542076431	1.00338083286649e-05	0.00564658598269203	6
ENSG00000138459	8.25063608876547	1.05565587545136e-05	0.00564658598269203	6
ENSG00000181915	8.25063608876547	1.05565587545136e-05	0.00564658598269203	6
ENSG00000049656	-8.20464031081659	1.17732683980402e-05	0.00596594884928059	6
ENSG00000137965	3.08438242995402	1.49500935153124e-05	0.00643782543867383	6
ENSG00000170312	8.27432751665374	1.50368606497623e-05	0.00643782543867383	6
ENSG00000125347	2.2997960629171	1.54014724829301e-05	0.00643782543867383	6
ENSG00000104228	-1.91005476367768	1.61557262916309e-05	0.00643782543867383	6
ENSG00000162433	-1.67156236619839	1.63003804643992e-05	0.00643782543867383	6
ENSG00000132646	8.2363290378039	1.73850707733194e-05	0.00643782543867383	6
ENSG00000100028	8.2363290378039	1.73850707733194e-05	0.00643782543867383	6
ENSG00000137959	2.69115648978788	1.90528393426329e-05	0.00679410137743962	6
ENSG00000115607	8.21677199016147	2.32163978466963e-05	0.00798312423099973	6
ENSG00000137193	1.84468681981407	2.79144703583494e-05	0.00926760415897201	6
ENSG00000188313	1.74679846426352	3.76803628750735e-05	0.0120928844587069	6
ENSG00000167716	-2.12159421963597	4.30723782008311e-05	0.013118109369453	6
ENSG00000154734	-1.20045225991092	4.35998649587136e-05	0.013118109369453	6
ENSG00000162687	-8.03029517803471	7.50781584952012e-05	0.0219046215149029	6
ENSG00000185730	-8.00278611562708	8.98977110451289e-05	0.0254569165277206	6
ENSG00000146918	8.03460074966436	9.93484182530881e-05	0.0273293305983066	6
ENSG00000019144	-2.43324383175549	0.000106951101854388	0.0286034780181679	6
ENSG00000111452	-8.01281772316804	0.000119885423766821	0.0311961313520798	6
ENSG00000126001	-1.85465033510065	0.00012763315997538	0.0323382122169199	6
ENSG00000134326	3.27217811338979	0.000142487956712883	0.0351762576213241	6
ENSG00000130508	-1.80701434229349	0.000147657469686804	0.0355411529536137	6
ENSG00000204397	8.00715508524226	0.000157033997359497	0.0368761786970057	6
ENSG00000135862	-1.19244097345507	0.000165843560476938	0.0380176619112371	6
ENSG00000204842	-1.92616679506413	0.00019856228966019	0.0431217010038404	6
ENSG00000140400	1.93791569338393	0.000199180589990014	0.0431217010038404	6
ENSG00000135108	-1.37020791390707	0.000201545133482844	0.0431217010038404	6
ENSG00000111331	2.23664314117624	0.000217601435756728	0.0455449265970822	6
ENSG00000178921	-2.06201403991501	0.000224718286512757	0.0460337800541453	6
ENSG00000135604	1.79838908069864	0.000236127663769591	0.0473632738911172	6
ENSG00000160299	-1.86535516001703	0.00024699394888552	0.0475662348605148	6
ENSG00000184014	2.42036012216901	0.000247020330600929	0.0475662348605148	6
ENSG00000204592	1.10518315332581	0.000269428040539623	0.0491174604060442	6
ENSG00000180776	-1.81602082954015	0.000272573770167517	0.0491174604060442	6
ENSG00000124201	1.72356101004118	0.000273658042600176	0.0491174604060442	6
ENSG00000070190	8.22620690027283	0.000280074962909703	0.0491174604060442	6
ENSG00000152270	8.22243729692197	0.000280583747645662	0.0491174604060442	6
ENSG00000166025	-1.03807307388824	0.00028611210755541	0.0491908459204194	6
ENSG00000145088	7.8566649652916	0.000312867220321368	0.0510556880890531	6
ENSG00000154553	7.8566649652916	0.000312867220321368	0.0510556880890531	6
ENSG00000105404	7.8566649652916	0.000312867220321368	0.0510556880890531	6
ENSG00000169946	7.86980014702617	0.000332338054421866	0.0533291797995621	6
ENSG00000113119	-7.82197065995198	0.000365040514302377	0.0550193804079848	6
ENSG00000167114	-7.80049120191954	0.000365149228762007	0.0550193804079848	6
ENSG00000148814	-7.80049120191954	0.000365149228762007	0.0550193804079848	6
ENSG00000129219	-1.49537880218104	0.000369325620175169	0.0550193804079848	6
ENSG00000143319	7.85117131534077	0.000376042773089534	0.0550193804079848	6
ENSG00000101680	-1.12235216056647	0.000388180274053168	0.0550193804079848	6
ENSG00000166529	-7.81192595040698	0.000389224025364923	0.0550193804079848	6
ENSG00000143614	-7.81192595040698	0.000389224025364923	0.0550193804079848	6
ENSG00000242372	7.83899056505001	0.00040545705407085	0.0550193804079848	6
ENSG00000112541	7.83899056505001	0.00040545705407085	0.0550193804079848	6
ENSG00000166710	1.64639768913286	0.000411710255810707	0.0550193804079848	6
ENSG00000115866	-1.81670497449517	0.000413217370754252	0.0550193804079848	6
ENSG00000069849	1.74102602994016	0.000417159822370471	0.0550193804079848	6
ENSG00000131788	-7.79014247403358	0.000439621699533661	0.0564166225879479	6
ENSG00000155760	-7.79014247403358	0.000439621699533661	0.0564166225879479	6
ENSG00000130813	2.21600806261754	0.000445332708421691	0.0564166225879479	6
ENSG00000168275	7.81973003946009	0.00045651966437599	0.057082744527429	6
ENSG00000166250	7.8133732419939	0.000474188987352819	0.0577705086032608	6
ENSG00000127540	7.8133732419939	0.000474188987352819	0.0577705086032608	6
ENSG00000141480	0.995687566925591	0.000481441950873918	0.0577705086032608	6
ENSG00000054356	-2.13888569545349	0.000486021104784392	0.0577705086032608	6
ENSG00000115415	1.33130963376944	0.000492368244571796	0.0578112373016738	6
ENSG00000177885	1.40181410165742	0.000508110391618445	0.0589408054277396	6
ENSG00000134321	3.43811572469338	0.000535504797376851	0.0611375129377876	6
ENSG00000124151	-1.35505561820704	0.000539747465695051	0.0611375129377876	6
ENSG00000197555	-1.5779360951121	0.000547657022386391	0.0613121140876299	6
ENSG00000184677	-1.77647089704411	0.000561568684389913	0.0619223265956308	6
ENSG00000100888	-1.17908471799516	0.000565970579602774	0.0619223265956308	6
ENSG00000131389	-1.10515962512464	0.000578951031429185	0.0626307924786538	6
ENSG00000168566	-7.76682628959675	0.000595888988686882	0.0630463646492011	6
ENSG00000112562	-7.76682628959675	0.000595888988686882	0.0630463646492011	6
ENSG00000111335	1.9571672543993	0.000614267432856609	0.0642844222124286	6
ENSG00000166689	-1.90338271504231	0.00063135026574869	0.0646675174476939	6
ENSG00000205352	2.15801956514576	0.000636487131616588	0.0646675174476939	6
ENSG00000148926	3.03583964199666	0.000640242829419774	0.0646675174476939	6
ENSG00000118690	7.78782608389633	0.000651511133405308	0.0646675174476939	6
ENSG00000198858	7.78782608389633	0.000651511133405308	0.0646675174476939	6
ENSG00000100023	-1.21010784926088	0.000665100375328046	0.0653427185067187	6
ENSG00000111058	-1.53051948504248	0.000706682654162491	0.0681195987669301	6
ENSG00000135972	8.08327956389235	0.00070925594902789	0.0681195987669301	6
ENSG00000148341	8.10932129137911	0.000714590722420019	0.0681195987669301	6
ENSG00000038274	1.75519133968745	0.000732101112137147	0.0691046030162397	6
ENSG00000089280	1.14081706940027	0.000782038107301737	0.0731015815252536	6
ENSG00000152291	-1.06281343023997	0.000885572233851162	0.0819161995280122	6
ENSG00000196562	1.7026815160573	0.000893352819946124	0.0819161995280122	6
ENSG00000103569	1.32660881033014	0.000906623498836834	0.0823487834603872	6
ENSG00000162337	2.199518527697	0.000919872381693611	0.0827713204761317	6
ENSG00000102524	2.02779688853254	0.000949506140370528	0.0846467140693282	6
ENSG00000176261	3.03324857717205	0.000974910688889983	0.086114129473695	6
ENSG00000261371	1.96894854475638	0.00101702433200484	0.0884163878076155	6
ENSG00000161958	-7.97369505582067	0.00101934140492785	0.0884163878076155	6
ENSG00000115109	-1.7217359016552	0.00104466032252785	0.089803478440162	6
ENSG00000198718	-2.99660597969497	0.00106049300701803	0.0900417628112242	6
ENSG00000137714	1.45489194255633	0.00107162503670916	0.0900417628112242	6
ENSG00000127837	1.39996172290594	0.00107548844238583	0.0900417628112242	6
ENSG00000171864	-7.99400633998783	0.00110598048730538	0.0916157834339041	6
ENSG00000173193	1.60735005095935	0.00111332017675185	0.0916157834339041	6
ENSG00000052126	-1.44011862810437	0.00113410066091314	0.0925349251124724	6
ENSG00000135636	2.40488858558485	0.00120246079666963	0.0972881726918924	6
ENSG00000101558	1.34362510789776	0.00123588047145073	0.0991588098260633	6
ENSG00000154451	2.92996529026676	0.00126294504520448	0.0997206162751571	6
ENSG00000075618	2.11745119223139	0.00126359733958965	0.0997206162751571	6
ENSG00000119922	2.16212941018758	0.00128460351107182	0.100554167517069	6
ENSG00000132965	7.98990052886179	0.00131087888351108	0.100861278899527	6
ENSG00000162873	2.18558941729429	0.00131768067621843	0.100861278899527	6
ENSG00000135114	2.04566432135251	0.00131995441850232	0.100861278899527	6
ENSG00000002549	1.74659337166555	0.00134251683437589	0.101777575443866	6
ENSG00000117000	-2.94742082798311	0.0014726948372941	0.110774264792716	6
ENSG00000144848	1.64327406678965	0.00149508756386761	0.111586845464475	6
ENSG00000105223	-1.28717789515474	0.00151731768571188	0.112374882138723	6
ENSG00000111732	1.58842252724482	0.00158230910137327	0.11629367960322	6
ENSG00000101460	7.61103774910105	0.00162177110325003	0.116525464045458	6
ENSG00000075240	7.61103774910105	0.00162177110325003	0.116525464045458	6
ENSG00000144045	7.61103774910105	0.00162177110325003	0.116525464045458	6
