gene	log2FC	p	padj	n
CYP17A1	1.90523133333333	5.75965671814596e-05	0.999927349779109	6
OTTHUMG00000011879	0.808025333333333	0.000614367020970084	0.999927349779109	6
RNY5P1	0.571512333333332	0.000625576385325256	0.999927349779109	6
RBM12B-AS1	-0.559615333333334	0.00069224719329184	0.999927349779109	6
TM4SF18	0.641554666666666	0.00070442011469329	0.999927349779109	6
HPGD	1.009801	0.000922217712533226	0.999927349779109	6
MIR1264	0.913798333333333	0.000928767910928878	0.999927349779109	6
OTTHUMG00000152880	0.867988	0.000989970955868197	0.999927349779109	6
C3orf83	0.561745	0.00105620789177566	0.999927349779109	6
SPARCL1	1.546381	0.0011441230179109	0.999927349779109	6
SNORD121B	0.887541999999998	0.00116293392858672	0.999927349779109	6
OTTHUMG00000162053	0.530699333333332	0.0012897427193125	0.999927349779109	6
ATP6V1F	-0.612160333333336	0.00149406873887079	0.999927349779109	6
CDH5	0.753035	0.00149980028813829	0.999927349779109	6
RNU7-51P	0.658794333333331	0.00154569908838567	0.999927349779109	6
C1DP3	-0.573407000000002	0.00159327568798305	0.999927349779109	6
OTTHUMG00000154037	0.710284666666666	0.00177562471347019	0.999927349779109	6
NOSTRIN	0.857273666666665	0.00181943420285382	0.999927349779109	6
LOC100505799	0.511226666666667	0.00188845491974023	0.999927349779109	6
PALMD	0.582447999999999	0.00188874080924127	0.999927349779109	6
LINC00547	0.56875	0.00197614103321698	0.999927349779109	6
OTTHUMG00000019506	0.583741666666665	0.00206984325134784	0.999927349779109	6
MIR4529	-0.588018333333334	0.00215441689328566	0.999927349779109	6
MIR663B	0.442421999999998	0.00226874381642475	0.999927349779109	6
SLC6A10P	-0.800027666666668	0.0023271297037802	0.999927349779109	6
OTTHUMG00000045406	0.556404333333332	0.00247062068214844	0.999927349779109	6
OTTHUMG00000156060	0.423214	0.00247121118795371	0.999927349779109	6
SNORA42	1.317721	0.00255225480899798	0.999927349779109	6
ANP32D	-0.569696666666667	0.00261920592975365	0.999927349779109	6
MGP	0.897269666666667	0.00267639009612163	0.999927349779109	6
LDB2	0.550809	0.00271710952184416	0.999927349779109	6
LOC643802	0.574539666666666	0.00287866476616696	0.999927349779109	6
OTTHUMG00000164593	0.522681999999999	0.00299114732753604	0.999927349779109	6
SH2B3	-0.581618333333335	0.00305852023206488	0.999927349779109	6
OTTHUMG00000154794	0.679976	0.00311253525784684	0.999927349779109	6
OTTHUMG00000064693	0.438381999999999	0.00320497567058677	0.999927349779109	6
MIR4473	-0.531711333333334	0.00327729812811882	0.999927349779109	6
OTTHUMG00000032248	0.425174999999999	0.00359758588731668	0.999927349779109	6
ERO1L	-0.450536666666668	0.00360956666665324	0.999927349779109	6
CRTAP	-0.57858066666667	0.00365248886784531	0.999927349779109	6
SNORD115-45	1.05896533333333	0.00366240388389163	0.999927349779109	6
COL1A2	0.856356333333332	0.00377985248846465	0.999927349779109	6
MMP2	0.391476666666667	0.00392664628774813	0.999927349779109	6
OTTHUMG00000066035	0.417876999999999	0.00403336368435102	0.999927349779109	6
MALL	0.631117666666667	0.00410673613563666	0.999927349779109	6
OTTHUMG00000019961	0.515713	0.00415452564187788	0.999927349779109	6
SRRM1	-0.401636666666669	0.00428934635315536	0.999927349779109	6
