gene	log2FC	p	padj	n
SCD	-3.14215863943257	3.16727012864655e-149	8.29824773705396e-147	6
SLC38A2	-2.30965227863327	9.78944542126501e-107	1.28241735018572e-104	6
SERINC1	-2.10444612793238	5.0865836323664e-75	4.44228303893332e-73	6
GOLM2	-2.07120738137963	9.19334785894589e-27	6.02164284760956e-25	6
RAB27B	-2.28721097368696	4.28010575252395e-21	2.24277541432255e-19	6
UBE2C	0.806576805078116	3.38854168415519e-13	1.4796632020811e-11	6
TAGLN	0.917182607424186	2.51081006215684e-09	9.3976033755013e-08	6
UBE2S	0.492485739198379	3.67276064654472e-09	1.20282911174339e-07	6
H2AX	0.519402682195168	3.04661958373483e-08	8.86904812153916e-07	6
HEG1	-2.21613114281133	1.12903281094279e-05	0.00029580659646701	6
CDC20	0.53683909967857	1.51258935865555e-05	0.000360271283607049	6
KPNA2	0.385070568605817	1.87093686451232e-05	0.00040848788208519	6
PLK1	0.60573239334345	0.000441853239066068	0.00890504220271613	6
TAOK1	-2.65014243855774	0.00211857464354398	0.039647611186323	6
FAM171B	-2.59190185045434	0.00286258233976931	0.0496920613140716	6
ITGAV	-2.13205053993278	0.00303462969856926	0.0496920613140716	6
ZKSCAN1	-2.62986787073653	0.00332995890086588	0.0513205430604035	6
ZBED6	-2.54272345331456	0.00403027566225749	0.0586629013061924	6
CKS2	0.255861334390675	0.00458494698660506	0.0600925112550317	6
DDIT4L	-2.3370275657475	0.00467664048034899	0.0600925112550317	6
PDE5A	-2.50630861507478	0.00481657532960178	0.0600925112550317	6
DENND4C	-2.33067842950346	0.00633497147379564	0.0754437511879299	6
FAM8A1	-2.39082896646525	0.00727991363702662	0.0801060782272868	6
MBNL1	-2.1095801429684	0.0076306598912955	0.0801060782272868	6
TENT5A	-2.61236914431583	0.00767777399559936	0.0801060782272868	6
GCC2	-2.30345642803427	0.00806742355680207	0.0801060782272868	6
ATP9A	-2.34374617551827	0.00825520653487307	0.0801060782272868	6
ITGA2	-2.21331597044089	0.00933963810890638	0.0828763676778669	6
ACAP2	-2.21388740280213	0.00934713298036017	0.0828763676778669	6
UBXN7	-2.36044066187888	0.0094896604211298	0.0828763676778669	6
AKAP11	-2.16633064464865	0.0101770354618157	0.086012364225668	6
FCHO2	-2.23807421324829	0.0109540269518195	0.086775122361461	6
PDPR	-2.16317902871326	0.0110752307799438	0.086775122361461	6
ALDH1L2	-2.11743806128347	0.0112608937415636	0.086775122361461	6
FOSL1	0.326621693329245	0.0116135663470118	0.0869358395119166	6
SPOPL	-2.11432523671649	0.0122215685184989	0.088410070323154	6
ATRX	-2.22471519106706	0.0125739974202068	0.088410070323154	6
SLITRK4	-2.54722711183627	0.0130881657592738	0.088410070323154	6
PSD3	-2.57417994563549	0.0132849801961397	0.088410070323154	6
BBX	-2.38939354028475	0.0135251859417956	0.088410070323154	6
SECISBP2L	-2.18166371723725	0.0138351636765241	0.088410070323154	6
TANC1	-2.06005468100372	0.0141836810848207	0.0884791534338816	6
SLC12A6	-2.13952767407048	0.0147101970811318	0.0896295729129428	6
ABLIM1	-2.09739523005077	0.0157253136859577	0.0933947612817451	6
TMEM135	-2.20853897143558	0.0160410849529715	0.0933947612817451	6
TUG1	-2.20568480244968	0.0170073978989568	0.0968682228157973	6
APOL6	-2.19236658728826	0.0195673411339483	0.104740580755873	6
CCNB1	0.206297928802366	0.0198860166802439	0.104740580755873	6
HIPK3	-2.1215499409765	0.0202669842364305	0.104740580755873	6
PARP14	-2.1215499409765	0.0202669842364305	0.104740580755873	6
XIAP	-2.12205747517679	0.0203884336585859	0.104740580755873	6
HMGB2	0.191572847427143	0.0213513207949484	0.107577808620702	6
RIMOC1	-2.34140822414738	0.0227987264403863	0.112703138252476	6
ZNF770	-2.18151378739948	0.023377376386987	0.113423566914641	6
PTTG1	0.187972002279689	0.0252404812296608	0.119505045433427	6
