gene	log2FC	p	padj	n
MT-CO1	-0.540288757166312	0.0829867226189448	0.623230286393281	6
EEF1A1	0.0138641213335838	0.951833084064204	0.992056631089351	6
MT-CO2	0.17337984042812	0.739522566669481	0.955080742494965	6
SCARB1	-1.52074552606166	0.0481776499974097	0.550931872779447	6
CXCL8	1.67374189134264	0.00058918022679384	0.0640681994870225	6
MT-ND4	-0.586540931381689	0.0963068099591187	0.649705377381473	6
FTL	0.98475660845196	0.254856778059229	0.780122617878152	6
MT-ND2	0.172967610633729	0.765825207086969	0.961744742147403	6
MT-ATP6	-0.113133788275229	0.811935155146196	0.96935245748891	6
MT-CO3	-0.0183988913772084	0.966415336828961	0.994120949444227	6
ACTB	0.277866729053271	0.171058457581695	0.736218935896859	6
PSAP	0.0179264896896245	0.970192009152127	0.994383319857111	6
STAR	-0.748832275786603	0.309960578739836	0.81367701761105	6
SERPINE1	1.16776127731809	0.0519342919145277	0.564740027462172	6
FTH1	0.661280924079958	0.0540380753426997	0.575148577398344	6
DHCR24	-1.67160542064787	0.0352239755212899	0.498301040749727	6
ACTG1	0.104517072147231	0.762562782118869	0.961296471636149	6
TIMP1	-0.094629264304038	0.883535789915412	0.980082131132823	6
MT-CYB	-0.0176695782046319	0.970991316190851	0.994383319857111	6
MT-ND1	-0.0867798387145278	0.862083920912746	0.976676177843377	6
GAPDH	-0.0716190590916057	0.893994679250983	0.981891316736318	6
TMSB10	-0.0801290673681438	0.865365091657484	0.97771201527146	6
PKM	0.233335714806516	0.48393312732701	0.888499634233419	6
ENO1	0.166659015917527	0.695940861392693	0.948702548155372	6
FN1	-0.611666677326792	0.43138013399977	0.866218635319086	6
MT-ND3	-0.231769544011809	0.628596409340106	0.933465006524208	6
GJA1	-0.534441990944834	0.501885385005607	0.89529363356766	6
MT-ND5	-0.385516498806157	0.291693396624525	0.805224980918047	6
HSD3B2	-1.02960953472189	0.235952356642628	0.771731667314434	6
RPL3	0.0757181251485392	0.793810226439723	0.966552271027375	6
EEF2	-0.0823151462382054	0.7600010915418	0.960298466326268	6
SPARC	-1.17141995629702	0.0406656472793352	0.529163862086746	6
RPL13A	0.163871169653521	0.595580156927727	0.923931462478347	6
CXCL5	1.65739904064875	0.0341084392075622	0.49077056830396	6
CTSB	0.483509208426661	0.522821094862297	0.903017663568668	6
THBS1	0.231055207730518	0.568389663298935	0.913449344843003	6
FLNA	0.425699825176582	0.139946759467022	0.704662157618831	6
SCD	-1.49664910145842	0.0346162726271078	0.493837650781217	6
HIF1A	-0.706660359929781	0.123333848828551	0.6886324413946	6
CALR	-0.64214130786096	1.17872056419747e-05	0.0046997704546848	6
P4HB	-0.668351396190225	0.107402546751866	0.675258852938863	6
TPT1	0.194189222115028	0.611217229220562	0.929608975626839	6
TMSB4X	1.04335385193268	0.0276006131483079	0.462243798614383	6
CTSL	0.66132841757112	0.297296084104458	0.808309486949479	6
HSPA8	0.370142454340775	0.304548157621169	0.811843509388162	6
HSPA5	-0.158159213833919	0.610743467536339	0.929608975626839	6
PLIN2	0.294230630760741	0.484403476941535	0.888577806587339	6
NAMPT	0.621269546874646	0.132078006743071	0.695836106638293	6
CTSD	0.931064227102319	0.317917577786066	0.819318136415835	6
RPS2	0.218229278553539	0.397720912064745	0.852412478833898	6
HSP90AB1	0.284087153819881	0.437008705427586	0.866842711629781	6
MT-ND6	-0.559196895022272	0.0398222236358534	0.528011974133193	6
SAT1	-0.38510884122891	0.516596338144546	0.90073592439162	6
DPYSL3	-0.841231957451391	0.215183442588375	0.758409458805355	6
MYH9	0.0361720843729092	0.916205369905721	0.984379805914037	6
RPLP0	0.213338042780143	0.461576553525249	0.877262901641435	6
NEAT1	-0.0286349773242099	0.930739841663952	0.987087030038824	6
IL6ST	-1.01183691309868	0.0694196825210791	0.602871706635367	6
ANXA2	0.202920962670662	0.301366355705675	0.810314218742394	6
B2M	0.751915341310423	0.279190846664462	0.795332467506505	6
TPI1	0.0408690827815065	0.930298172658868	0.987087030038824	6
RPL4	0.21533212269347	0.381453541806899	0.84633408260019	6
RPL8	0.373833730567292	0.157444646687678	0.725911764012644	6
PGK1	-0.160949829276283	0.7356410340708	0.954261806841147	6
RPL13	0.369271040688096	0.201554812982821	0.748979955939679	6
GLUL	0.239537256576396	0.759697073434658	0.960298466326268	6
SRRM2	-0.0904531042535801	0.764279608832542	0.961364431745895	6
TNC	-0.147582292502843	0.857429055042053	0.976668656613619	6
HSP90AA1	0.0547808349527557	0.848659529306583	0.975186540632728	6
HSP90B1	-0.313384949072493	0.233015007426679	0.770231244511211	6
MT2A	0.2213022638624	0.758211628307131	0.96009536804165	6
ECE1	-1.23664965530829	0.0495623303197324	0.556457932470642	6
PLOD2	0.449692938619502	0.552383042832913	0.909798457511196	6
RPL10	0.498935945312606	0.0561680457814006	0.580340938140053	6
COL5A2	0.430284487237253	0.520216711014847	0.902546802013381	6
UBC	-0.0405612668918188	0.876082892485472	0.979066652487502	6
RPS3	0.185394537682504	0.517054406365777	0.900862299046256	6
