gene	log2FC	p	padj	n
PDLIM7	4.28015673186352	3.00399455065744e-06	0.0758711278553883	10
EMP1	2.74155193100594	5.2521336168019e-06	0.0758711278553883	10
CD163	3.76599153357677	5.46681481042336e-06	0.0758711278553883	10
PECAM1	3.14581331507727	5.55069979737637e-06	0.0758711278553883	10
EPB41L3	3.36400731981851	1.25678789595587e-05	0.127152067092702	10
MRC1	2.58551067535809	1.39535876096244e-05	0.127152067092702	10
PIK3CG	4.11985098245284	2.23638813820442e-05	0.152843151820408	10
HMOX1	2.95163973144164	2.89188299893084e-05	0.158113702966544	10
POU2F2	3.34833173095606	4.07261337814607e-05	0.186636487771194	10
FRMPD2	-2.83262224485471	4.0962740800262e-05	0.186636487771194	10
KCNE3	3.52258770401359	4.67521033571318e-05	0.196628557773168	10
FCGR1B	3.1497543880077	6.25975472828259e-05	0.220232774180113	10
LOC100289061	3.44594550705405	6.4039961557272e-05	0.220232774180113	10
CYBB	3.60276686068646	6.77974628764104e-05	0.220232774180113	10
MAFB	3.67937566865525	7.09402214753562e-05	0.220232774180113	10
ATG16L2	4.62400115851799	7.37463182557582e-05	0.220232774180113	10
LIPJ	3.28031256108321	7.78507900811255e-05	0.220232774180113	10
TREML2	2.81729630739381	8.05606855711432e-05	0.220232774180113	10
OLR1	3.07922825894358	9.16708803355744e-05	0.231646586201687	10
ARHGAP26	3.35603068000777	9.48719873481996e-05	0.231646586201687	10
LILRB3	2.64537964182602	9.74462091017613e-05	0.231646586201687	10
TGFBI	3.26746135284962	0.000116522816683715	0.244161596086108	10
IGF2R	2.55878536356923	0.000125902465371271	0.244161596086108	10
ZNF814	2.39759442955914	0.000129537635335737	0.244161596086108	10
ARF6	3.06527500648732	0.000131225450892108	0.244161596086108	10
TOX3	4.36683110762034	0.000147500017988105	0.244161596086108	10
CLEC5A	3.56032535453749	0.000150626721818802	0.244161596086108	10
GALNT6	3.74650425140752	0.000158026837385473	0.244161596086108	10
TREM2	4.71515610463917	0.000171450507801687	0.244161596086108	10
SATB1	4.81769959824282	0.000173810906017538	0.244161596086108	10
PTPRJ	3.13934867963995	0.000174170566736091	0.244161596086108	10
SIGLEC10	2.05959779642149	0.000175622888936088	0.244161596086108	10
EIF5A	5.48339490158779	0.000175747069909407	0.244161596086108	10
SPP1	2.81965987868871	0.000178285825303016	0.244161596086108	10
MARCO	4.83478412460486	0.000178627596587916	0.244161596086108	10
SORL1	2.03692662075801	0.000189693372471892	0.24746153079503	10
VSIG4	4.2865687202841	0.000190093905686168	0.24746153079503	10
SEMA4A	2.30618169731785	0.000211127444798375	0.247616012783209	10
GLYR1	2.80578926932423	0.000218797491817277	0.247616012783209	10
ITGAM	2.35870345826512	0.000227091971950416	0.247616012783209	10
RFX2	2.2672148296799	0.000229196506131681	0.247616012783209	10
CSF3R	2.51167331934179	0.000256252295658554	0.247616012783209	10
SERPINA1	2.89372889307025	0.000257027369066553	0.247616012783209	10
FCRL1	1.98654665237743	0.000261414009525785	0.247616012783209	10
NCF4	2.33712435266091	0.000261674885597047	0.247616012783209	10
SLC2A5	2.37717476290531	0.000261912556053073	0.247616012783209	10
CD33	4.19863798244755	0.000266945530730374	0.247616012783209	10
C3orf52	3.01321672279633	0.000267203379135058	0.247616012783209	10
F11	2.83173876186865	0.000279267529671221	0.249280507814124	10
FPR3	3.56603527423125	0.000287406168416958	0.249280507814124	10
ASGR2	3.63707982550395	0.000296355427671112	0.249280507814124	10
TNFRSF11A	2.41063143487033	0.000302811340697352	0.250851667464057	10
CD300C	3.72054115245984	0.000317973425766082	0.259480553041202	10
EPOR	2.44975120602247	0.000353352141687677	0.271548821083819	10
OXTR	-2.24695166723902	0.000354568474709122	0.271548821083819	10
ACTBP9	2.29428343943471	0.00036302723618364	0.271548821083819	10
NAAA	2.0744063319131	0.000369662723661217	0.271548821083819	10
CCNE1	2.55018829807645	0.000370966590903733	0.271548821083819	10
HTATSF1P2	3.85068452815218	0.000384182563786829	0.271548821083819	10
CAMSAP1	3.6839301595344	0.000387758429557329	0.271548821083819	10
CUEDC1	3.40065514742048	0.000389680454037112	0.271548821083819	10
SIGLEC1	4.66182640984893	0.000396536741509315	0.271548821083819	10
SELPLG	3.23866618791755	0.000404621904525188	0.271548821083819	10
SPTBN5	2.86120371931753	0.000406845998465062	0.271548821083819	10
APOBR	3.35245639319263	0.000408340353120932	0.271548821083819	10
TNFRSF10C	2.45116971288538	0.00041232680527738	0.271548821083819	10
SRPK2	2.05492407250442	0.000427464559269909	0.271548821083819	10
MARCH1	1.96346102662364	0.000427885141340091	0.271548821083819	10
AKAP10	2.86880930146672	0.000439886441647891	0.273304445421573	10
MAP3K12	2.60175729206445	0.000460053041690283	0.281355624031298	10
RARA	2.74366525057497	0.000463136829681149	0.281355624031298	10
HAVCR2	2.96839897068633	0.0004838907268487	0.286394027436193	10
MMP9	1.96494373711258	0.000485460697091583	0.286394027436193	10
MSR1	3.02088051567361	0.000493438715584076	0.286394027436193	10
ATP2C2	2.97850250938959	0.000495952506469235	0.286394027436193	10
NFYA	2.75683325439538	0.000499550922078067	0.286394027436193	10
RNF121	2.08210053717773	0.000502859197693178	0.286394027436193	10
C6orf25	2.61438936316494	0.000511018158639085	0.288040389933938	10
C3AR1	3.00497516406527	0.000543888078965196	0.289328102858755	10
LOC100507006	3.17938011737411	0.000546912006150633	0.289328102858755	10
CCZ1B	2.10888468087931	0.00055112525678477	0.289328102858755	10
ADAM17	2.41913523080964	0.000554783454165469	0.289328102858755	10
LINC00842	-1.87548360550287	0.000555789381464345	0.289328102858755	10
SMAP2	1.68128009083555	0.000558698356031784	0.289328102858755	10
LRRC25	2.08665816556121	0.000560928740796124	0.289328102858755	10
FCGBP	2.2716937110348	0.000571581248510034	0.292067334226973	10
FCGR1A	2.36729044362647	0.000628513082548757	0.313123316335862	10
B4GALT5	1.9877057598922	0.000629969177813348	0.313123316335862	10
ATF7	2.20494792717019	0.000638040276337448	0.314277946925675	10
HS1BP3	-1.93050784547498	0.000648312248502635	0.31439500830998	10
RARS2	2.80325476615891	0.000659096803770827	0.31439500830998	10
RP11-456P18.2	2.79939044043857	0.000672779441650985	0.31439500830998	10
ARHGAP4	2.84442615852037	0.000688526638477084	0.314421363451881	10
LMF1	-2.29570396940758	0.000688728174069724	0.314421363451881	10
NLRC4	2.25632969696122	0.000701121038802706	0.314421363451881	10
ZER1	2.25378215470158	0.000701619685682931	0.314421363451881	10
GAS7	3.52358443856971	0.000713502316733563	0.314421363451881	10
HAS2	-2.7094801192618	0.000729437567059673	0.314421363451881	10
CD72	2.49695950132039	0.000741769483517211	0.314421363451881	10
GIMAP8	2.92105512686784	0.000748791439259708	0.314421363451881	10
CLEC10A	4.82159245864597	0.000750016194091579	0.314421363451881	10
LIMD2	2.88046953930466	0.000757936645046333	0.314421363451881	10
C3	3.1048411810411	0.000760703910343337	0.314421363451881	10
CAP2	-1.68851993071473	0.000764847578218568	0.314421363451881	10
CD14	3.92433162249855	0.000783098685127315	0.318697785923561	10
CEP104	2.90146226785295	0.000794475018291368	0.318697785923561	10
ERO1LB	3.06052023435667	0.000797555669549055	0.318697785923561	10
MTBP	-2.87108743516813	0.000798566011367679	0.318697785923561	10
ZFP91	2.30553885329501	0.000807231642639599	0.3193913546661	10
QKI	2.06249103135681	0.000823166210367408	0.3193913546661	10
CYP1B1	2.11515068722213	0.000827255272164992	0.3193913546661	10
MYO7A	2.94141681279122	0.000830841897518846	0.3193913546661	10
NIPBL	2.29367830888748	0.000835466932024016	0.3193913546661	10
DCDC1	-2.59576821695212	0.000840105748205205	0.3193913546661	10
ARSG	2.07512068117561	0.000843061927678435	0.3193913546661	10
RNF165	2.20877528291696	0.000859222305247286	0.3193913546661	10
TFEC	2.24332729097866	0.000869790401257332	0.3193913546661	10
CMAHP	3.49593008452309	0.000880822394412903	0.3193913546661	10
SLITRK5	-2.64123932099651	0.000916029663317141	0.3193913546661	10
ABHD2	2.39368577123781	0.000924714832987411	0.3193913546661	10
U2AF2	2.80731497632731	0.0009387636903244	0.3193913546661	10
TMTC2	3.19355628117366	0.000939301113851858	0.3193913546661	10
TRPS1	1.63375729869622	0.000952834435565631	0.3193913546661	10
SUCNR1	2.48097205472823	0.000964101914552953	0.3193913546661	10
